,result,odds-home,odds-draw,odds-away,home-wins,home-draws,home-losses,home-goals,home-opposition-goals,home-shots,home-shots_on_target,home-opposition_shots,home-opposition_shots_on_target,away-wins,away-draws,away-losses,away-goals,away-opposition-goals,away-shots,away-shots_on_target,away-opposition_shots,away-opposition_shots_on_target
6439,A,1.36,5.25,10.0,4,3,3,12,12,123,65,115,73,3,3,4,10,12,94,51,139,68
6440,H,4.0,3.6,2.0,5,3,2,16,10,114,45,135,72,8,1,1,21,7,172,104,91,45
6441,H,2.63,3.4,2.88,4,2,4,18,17,164,86,73,32,4,3,3,16,11,154,82,83,39
6442,H,1.67,3.8,6.0,4,3,3,14,12,105,60,118,57,2,3,5,8,12,92,48,133,71
6443,H,2.0,3.5,4.2,4,1,5,14,18,102,57,104,49,2,2,6,9,18,114,60,119,62
6444,A,1.13,9.0,21.0,8,1,1,18,6,170,88,58,32,6,1,3,14,10,85,40,91,48
6445,H,1.85,3.6,4.33,4,3,3,14,10,120,59,122,62,2,4,4,12,14,92,49,129,64
6446,A,1.44,4.75,7.0,4,3,3,15,9,100,50,69,38,1,5,4,14,21,105,58,102,56
6447,H,2.05,3.8,3.4,4,2,4,20,21,95,55,133,62,5,3,2,18,13,123,74,105,62
6448,H,1.85,3.6,4.33,4,4,2,13,9,67,38,102,49,2,3,5,10,17,97,59,111,59
6449,H,2.25,3.4,3.3,2,4,4,11,16,93,45,144,75,4,4,2,9,8,121,63,138,80
6450,A,8.0,4.75,1.4,3,2,5,11,17,86,37,117,70,8,1,1,21,7,128,59,90,46
6451,H,1.4,4.75,8.0,5,3,2,16,9,87,47,142,64,4,0,6,16,17,88,39,88,35
6452,D,2.2,3.3,3.4,3,1,6,11,22,96,50,116,56,6,4,0,11,3,75,38,99,45
6453,A,7.0,4.75,1.44,3,0,7,12,18,98,45,120,63,6,3,1,29,10,146,75,105,51
6454,A,2.05,3.3,3.8,4,3,3,13,9,93,47,80,39,2,3,5,9,15,101,48,112,55
6455,H,1.53,4.0,7.0,4,2,4,14,17,98,41,84,44,1,5,4,8,14,104,46,111,59
6456,A,13.0,7.0,1.2,2,6,2,18,16,115,57,113,58,9,1,0,29,6,122,57,96,47
6457,A,1.95,3.5,4.0,2,2,6,10,24,107,56,124,58,1,5,4,6,15,106,50,76,40
6458,D,3.25,3.2,2.38,4,0,6,9,17,100,54,124,57,5,4,1,15,7,84,40,115,62
6459,H,2.05,3.4,3.75,6,3,1,23,10,133,53,103,53,5,3,2,15,12,108,49,73,41
6460,H,2.5,3.4,2.7,4,2,4,16,14,91,45,122,65,7,0,3,21,14,114,63,109,47
6461,D,1.5,4.5,7.5,5,5,0,19,9,120,69,101,54,5,1,4,14,16,89,48,98,49
6462,A,1.73,4.0,5.0,4,3,3,18,12,139,72,108,61,6,2,2,16,9,118,47,130,67
6463,H,1.22,7.0,15.0,4,3,3,15,12,142,74,85,41,2,3,5,7,18,98,50,98,40
6464,A,2.63,3.4,2.88,2,1,7,8,18,110,60,118,58,3,3,4,10,12,109,60,100,50
6465,D,1.6,4.0,6.5,5,1,4,10,7,97,51,119,58,3,3,4,15,16,99,45,122,59
6466,H,2.05,3.5,4.0,3,3,4,11,13,96,52,148,73,2,1,7,11,21,90,34,98,49
6467,D,2.38,3.4,3.25,7,1,2,18,8,169,98,94,48,4,3,3,13,10,134,69,111,70
6468,A,3.0,3.4,2.55,2,2,6,6,11,95,45,130,70,5,3,2,12,5,102,50,158,82
6469,D,3.1,3.0,2.55,2,1,7,11,18,92,38,95,47,4,3,3,12,10,107,49,107,57
6470,D,1.67,3.75,5.5,4,4,2,15,13,99,49,90,47,2,5,3,12,16,91,40,97,46
6471,H,1.83,3.3,5.0,2,5,3,7,11,116,60,87,49,2,4,4,10,15,102,50,96,44
6472,H,1.53,4.0,6.5,4,3,3,8,9,97,56,89,45,1,2,7,8,21,109,53,136,71
6473,D,1.44,4.0,9.0,8,1,1,26,7,94,47,99,50,5,1,4,16,9,94,51,84,34
6474,D,2.3,3.1,3.4,6,1,3,11,6,74,36,98,38,3,3,4,13,15,102,53,97,50
6475,D,3.1,3.4,2.3,8,1,1,19,6,125,56,88,42,7,1,2,17,8,170,91,57,32
6476,H,1.95,3.75,3.6,2,3,5,13,16,144,81,77,38,5,1,4,21,18,92,50,124,57
6477,H,1.91,3.6,4.0,5,3,2,17,13,123,72,103,59,3,3,4,10,14,88,43,140,67
6478,D,2.9,3.3,2.5,4,3,3,10,10,117,58,133,77,4,2,4,15,12,99,50,69,37
6479,H,1.73,3.8,4.75,2,5,3,17,19,98,55,106,60,1,0,9,4,18,81,42,145,71
6480,D,2.5,3.2,3.0,2,3,5,9,17,98,59,107,56,3,3,4,8,11,94,47,66,31
6481,A,2.4,3.2,3.1,2,4,4,10,12,114,56,120,64,5,2,3,16,11,133,63,110,52
6482,H,1.17,7.5,17.0,7,2,1,26,10,131,63,85,39,3,3,4,11,18,92,49,159,73
6483,A,2.5,3.3,2.9,2,4,4,12,18,115,52,123,56,3,2,5,16,17,111,55,115,60
6484,H,1.62,4.0,5.0,4,1,5,16,15,121,56,123,60,2,3,5,13,15,106,42,150,82
6485,A,7.0,4.0,1.5,2,3,5,11,17,108,56,130,65,9,1,0,26,8,148,74,100,40
6486,A,2.38,3.4,2.88,5,1,4,13,19,129,68,109,54,5,1,4,14,12,113,69,79,50
6487,D,3.8,3.5,2.0,3,0,7,8,18,97,46,104,43,5,3,2,15,9,90,47,142,68
6488,A,1.62,3.75,6.0,5,5,0,9,3,76,39,98,50,3,2,5,13,16,99,52,96,57
6489,H,1.3,6.0,8.0,6,3,1,29,10,145,72,104,52,3,2,5,11,21,103,56,110,54
6490,A,3.8,3.5,2.1,0,3,7,8,21,111,50,115,63,5,2,3,21,14,158,83,74,31
6491,H,4.33,3.4,2.0,4,3,3,10,11,96,45,137,74,5,3,2,15,10,107,59,120,58
6492,D,1.7,3.6,5.5,2,7,1,11,9,106,55,99,45,0,4,6,5,15,85,41,108,56
6493,H,1.45,4.0,9.0,5,1,4,18,9,135,69,75,43,3,2,5,15,16,83,37,110,53
6494,H,2.2,3.0,3.6,5,2,3,13,12,97,48,103,49,4,6,0,13,8,113,58,72,40
6495,H,2.88,3.1,2.63,1,4,5,11,16,85,43,135,66,5,4,1,15,7,71,41,98,49
6496,D,1.75,3.6,5.0,6,1,3,14,10,76,34,96,51,3,1,6,11,19,83,37,117,69
6497,D,1.95,3.2,4.5,4,4,2,10,7,105,54,116,60,2,5,3,11,13,77,40,105,51
6498,H,2.0,3.3,4.0,3,3,4,12,9,108,61,106,58,2,4,4,12,18,114,56,117,48
6499,A,7.5,3.8,1.53,0,6,4,7,12,120,63,108,42,9,1,0,20,1,129,65,69,30
6500,D,2.3,3.1,3.4,2,4,4,11,12,123,68,113,51,3,5,2,14,10,126,49,68,40
6501,H,3.0,3.25,2.45,3,4,3,12,14,118,64,103,58,5,4,1,15,7,127,74,108,52
6502,H,1.29,5.5,11.0,2,3,5,9,15,130,65,100,58,2,3,5,10,21,83,41,161,70
6503,H,3.4,3.3,2.2,1,3,6,9,22,101,48,197,106,2,3,5,9,16,96,43,138,77
6504,H,1.36,5.0,7.5,7,1,2,26,15,110,52,117,60,1,2,7,7,19,104,56,139,64
6505,H,2.0,3.6,3.5,3,3,4,9,14,114,53,126,70,3,3,4,10,20,109,51,121,46
6506,A,4.33,3.6,1.8,2,5,3,8,10,103,45,109,63,7,2,1,17,7,111,68,90,43
6507,A,3.4,3.3,2.15,3,4,3,15,11,98,50,102,50,3,4,3,14,8,117,58,101,52
6508,H,1.36,5.0,7.5,1,2,7,10,21,132,69,98,56,3,0,7,10,17,109,44,112,52
6509,A,10.0,6.5,1.25,4,0,6,16,16,92,43,91,41,10,0,0,34,7,126,58,96,47
6510,D,1.57,3.75,7.0,5,3,2,18,13,99,51,82,35,3,0,7,13,19,103,46,122,64
6511,A,4.0,3.3,2.0,3,3,4,11,15,102,51,112,54,7,2,1,15,3,106,47,84,40
6512,A,4.0,3.3,2.0,2,3,5,15,21,83,40,103,49,4,2,4,17,18,92,37,82,44
6513,H,2.1,3.4,3.6,2,4,4,9,15,98,48,83,41,3,0,7,9,21,104,54,102,48
6514,H,1.95,3.5,4.0,2,2,6,10,25,110,60,118,54,2,6,2,19,19,111,55,110,56
6515,D,2.88,2.9,2.8,5,2,3,10,6,86,38,95,38,4,5,1,13,11,108,58,75,41
6516,D,3.6,3.25,2.15,1,6,3,11,17,90,41,89,44,2,7,1,11,9,115,60,108,52
6517,D,1.62,3.8,6.0,5,4,1,17,9,76,38,116,63,2,3,5,9,16,100,51,88,41
6518,H,2.4,3.2,3.0,4,4,2,13,8,67,38,103,51,5,2,3,16,11,127,56,120,58
6519,H,1.3,5.0,12.0,9,1,0,19,1,126,64,73,35,3,4,3,13,14,119,64,94,53
6520,H,2.75,3.5,2.4,2,3,5,13,15,103,37,148,79,3,3,4,15,12,104,50,95,51
6521,H,1.62,3.8,6.0,3,3,4,13,11,92,43,80,42,2,3,5,14,21,74,37,102,49
6522,H,1.95,3.5,4.33,4,3,3,13,11,113,63,99,50,4,2,4,12,13,101,52,145,74
6523,A,2.7,3.2,2.9,4,2,4,13,17,92,53,107,52,5,2,3,10,6,96,55,117,57
6524,H,3.0,3.1,2.55,3,2,5,16,20,86,39,109,52,3,4,3,11,10,101,46,105,59
6525,D,3.1,3.3,2.35,3,3,4,13,15,88,46,104,49,2,7,1,11,9,113,61,111,55
6526,H,2.45,3.1,3.2,1,6,3,11,17,86,40,86,46,4,1,5,11,16,106,59,118,55
6527,A,2.0,3.3,4.0,4,2,4,14,8,90,48,85,37,4,3,3,9,10,106,60,87,41
6528,A,3.1,2.9,2.6,5,3,2,9,4,88,38,98,40,3,4,3,8,10,101,54,90,51
6529,H,2.3,3.3,3.2,0,4,6,5,15,96,48,112,61,4,4,2,15,13,105,53,87,45
6530,H,1.13,9.0,21.0,7,2,1,16,5,172,86,62,33,3,4,3,20,19,102,55,112,60
6531,A,3.5,3.3,2.15,1,0,9,4,19,91,46,137,63,2,4,4,11,14,113,54,117,60
6532,H,3.4,3.6,2.1,3,2,5,10,18,96,48,149,75,3,3,4,14,15,134,78,82,43
6533,D,3.0,3.2,2.5,3,3,4,8,11,94,50,77,33,6,2,2,21,13,131,76,108,62
6534,D,2.8,3.1,2.7,2,2,6,10,19,80,35,114,68,3,4,3,12,13,107,53,133,76
6535,H,1.55,4.0,6.5,3,3,4,11,14,132,64,102,57,3,5,2,9,7,110,57,102,49
6536,D,2.2,3.25,3.5,1,4,5,9,17,110,50,117,49,3,2,5,17,17,109,55,115,61
6537,A,3.5,3.4,2.05,2,4,4,7,13,115,52,111,61,8,1,1,27,13,122,60,111,60
6538,D,1.22,5.75,13.0,10,0,0,28,7,140,75,101,39,4,1,5,11,22,111,59,109,52
6539,H,1.95,3.8,3.5,6,0,4,20,15,113,60,104,40,4,1,5,16,15,119,59,120,60
6540,H,2.5,3.4,2.7,1,2,7,6,19,102,52,140,62,2,2,6,10,19,100,49,131,68
6541,D,2.2,3.6,3.1,2,5,3,18,19,106,51,105,55,3,0,7,14,20,89,41,91,43
6542,H,1.06,15.0,26.0,10,0,0,34,7,120,57,95,44,2,1,7,7,18,101,47,98,43
6543,H,2.1,3.4,3.5,3,2,5,12,26,101,55,112,58,5,3,2,17,12,100,46,77,32
6544,H,1.25,5.5,15.0,7,2,1,17,4,108,47,87,45,0,5,5,7,18,100,49,109,58
6545,A,7.5,4.5,1.5,2,2,6,6,21,86,44,105,42,6,2,2,18,9,183,108,93,48
6546,A,12.0,6.0,1.25,1,1,8,8,22,103,54,142,79,7,2,1,21,6,95,49,98,49
6547,H,1.85,3.25,5.0,4,5,1,13,11,103,54,65,33,2,1,7,10,17,93,39,98,47
6548,D,3.2,3.2,2.38,5,2,3,15,13,96,49,100,46,6,1,3,22,8,136,71,75,39
6549,H,1.36,5.0,8.5,7,2,1,17,5,126,55,86,39,5,2,3,11,9,80,37,91,46
6550,H,1.67,3.75,5.5,4,3,3,17,13,109,56,70,36,2,4,4,12,13,81,40,130,64
6551,H,1.95,3.3,4.33,2,6,2,9,10,73,37,110,53,2,3,5,9,18,102,44,185,95
6552,D,1.3,5.25,11.0,4,3,3,13,15,109,50,75,40,2,4,4,12,18,119,56,125,59
6553,D,4.0,3.25,2.05,3,2,5,9,18,90,47,173,81,5,4,1,15,8,122,70,115,58
6554,A,11.0,5.25,1.3,2,3,5,10,21,83,41,162,71,7,2,1,26,10,143,70,78,32
6555,A,4.5,3.5,1.85,1,3,6,7,17,87,39,131,69,7,2,1,24,8,134,52,103,51
6556,H,2.6,3.0,3.0,4,3,3,11,6,104,54,107,57,2,5,3,12,12,120,64,112,50
6557,D,1.62,4.0,5.0,5,1,4,17,12,112,70,79,48,5,1,4,17,14,87,36,131,70
6558,H,1.91,3.8,3.6,3,2,5,9,20,101,47,122,49,2,0,8,8,19,108,44,116,57
6559,A,2.5,3.25,2.8,4,3,3,15,8,114,62,100,49,2,1,7,12,21,134,71,91,50
6560,D,1.25,5.75,11.0,8,2,0,21,6,119,70,95,47,4,3,3,9,11,122,58,122,69
6561,H,1.73,3.75,5.0,5,4,1,15,8,84,46,148,70,4,5,1,8,4,78,40,100,51
6562,A,9.5,5.25,1.33,4,1,5,12,14,99,50,96,56,7,2,1,34,9,144,72,101,52
6563,H,2.63,3.25,2.8,3,1,6,14,19,101,46,125,60,3,2,5,10,16,101,55,116,51
6564,H,1.57,4.33,6.25,6,3,1,13,4,107,53,144,76,2,1,7,9,20,115,64,115,57
6565,D,2.15,3.3,3.5,3,0,7,9,21,106,57,102,47,3,1,6,12,26,112,64,114,52
6566,A,1.91,3.5,4.2,2,7,1,12,10,111,62,118,63,5,2,3,15,13,99,48,109,53
6567,H,2.45,3.5,2.8,5,2,3,15,11,129,59,110,52,4,1,5,19,19,101,57,118,52
6568,H,1.3,5.25,9.5,5,1,4,17,12,108,69,77,47,2,2,6,7,16,99,52,144,64
6569,D,2.1,3.25,3.75,1,1,8,6,24,101,45,94,43,2,1,7,11,21,93,41,90,40
6570,D,1.75,3.8,5.25,5,5,0,20,10,131,77,105,57,6,2,2,17,10,123,52,126,72
6571,A,3.0,3.4,2.5,0,2,8,9,23,110,53,122,66,7,2,1,14,4,105,51,138,68
6572,A,2.7,3.5,2.7,3,3,4,19,15,132,71,115,67,3,4,3,13,12,126,67,123,76
6573,H,1.67,3.8,6.0,4,2,4,13,14,103,50,138,69,2,2,6,6,21,90,46,115,47
6574,A,2.4,3.25,3.3,2,2,6,5,10,99,47,135,73,3,2,5,10,16,99,55,107,54
6575,A,2.25,3.3,3.6,5,3,2,11,10,100,48,141,78,1,1,8,9,22,93,37,101,50
6576,H,2.6,3.0,3.0,2,1,7,10,18,93,40,98,53,3,3,4,12,14,96,53,106,49
6577,H,2.0,3.2,4.2,3,4,3,10,10,108,49,94,52,4,2,4,14,9,89,47,85,33
6578,H,1.91,3.3,4.5,4,3,3,9,10,98,55,94,49,1,3,6,8,14,105,52,102,54
6579,H,1.62,3.75,6.0,5,2,3,20,9,133,71,79,39,4,5,1,13,10,100,56,66,34
6580,H,1.5,4.33,6.5,4,1,5,11,15,101,57,122,57,1,0,9,8,31,108,56,138,78
6581,A,2.2,3.2,3.5,2,3,5,10,17,92,49,90,47,4,2,4,17,18,84,38,115,53
6582,D,1.44,4.33,8.0,3,2,5,13,15,131,78,84,42,2,3,5,12,17,80,37,126,72
6583,A,2.25,3.4,3.2,2,3,5,11,13,87,44,124,58,3,2,5,10,18,90,45,150,81
6584,D,2.38,3.4,3.0,3,3,4,19,23,98,52,118,65,5,1,4,11,11,78,33,98,54
6585,H,1.85,3.6,4.33,2,4,4,10,17,100,55,102,56,1,0,9,4,20,92,44,131,64
6586,A,11.0,5.0,1.29,3,3,4,12,13,109,55,125,59,7,2,1,19,5,177,89,59,30
6587,H,2.05,3.2,4.0,4,4,2,11,8,75,41,110,57,3,4,3,11,12,105,52,78,31
6588,D,1.73,3.75,5.0,8,1,1,25,8,137,56,96,48,3,3,4,12,15,133,63,89,54
6589,D,1.7,3.75,5.0,1,5,4,10,17,109,55,117,52,1,3,6,9,22,81,41,148,67
6590,A,1.83,3.75,4.0,4,2,4,12,19,102,50,119,51,3,2,5,10,20,99,49,126,51
6591,H,1.25,5.5,12.0,3,1,6,13,18,124,67,94,48,3,3,4,15,13,107,39,149,79
6592,H,2.0,3.3,3.8,4,1,5,15,14,122,58,119,62,1,4,5,4,13,111,49,118,64
6593,A,2.6,3.3,2.63,1,0,9,5,21,111,44,122,63,3,3,4,13,12,111,55,102,53
6594,A,1.67,3.5,6.0,4,3,3,15,13,95,42,73,30,4,0,6,12,15,106,54,96,58
6595,H,8.5,3.6,1.53,2,3,5,14,20,71,35,111,52,7,2,1,18,4,113,51,85,43
6596,A,2.6,3.1,2.9,3,4,3,11,11,95,46,81,40,3,3,4,12,11,95,43,80,43
6597,D,2.15,3.4,3.4,3,1,6,9,18,102,54,107,48,2,6,2,18,18,108,49,102,52
6598,A,1.83,3.75,4.75,4,3,3,15,11,146,73,78,39,5,2,3,15,11,104,58,125,62
6599,D,2.1,3.5,3.8,2,1,7,9,20,119,64,104,45,3,4,3,16,16,100,45,118,60
6600,H,2.63,3.4,2.88,6,2,2,12,6,98,55,119,59,5,2,3,22,15,145,78,78,36
6601,D,1.75,3.3,5.5,4,3,3,14,16,104,50,95,50,5,2,3,9,5,86,37,90,41
6602,H,1.8,3.5,4.75,5,2,3,10,9,109,59,87,45,2,5,3,11,16,95,43,86,46
6603,A,1.33,5.0,10.0,7,2,1,27,6,93,48,108,55,5,4,1,17,9,76,40,115,66
6604,A,2.3,3.5,2.9,6,2,2,24,16,132,74,118,63,4,3,3,13,13,111,60,75,41
6605,A,6.5,4.33,1.5,2,5,3,12,14,101,48,128,75,7,2,1,15,4,124,60,88,39
6606,H,2.2,3.0,3.8,0,6,4,6,12,112,59,99,38,3,5,2,10,8,99,54,109,48
6607,A,2.15,3.25,3.6,2,5,3,13,18,103,51,126,60,3,5,2,11,11,79,39,109,57
6608,A,1.91,3.3,4.5,2,3,5,15,16,113,58,114,58,2,3,5,8,18,101,53,170,81
6609,D,7.0,4.0,1.53,2,2,6,8,18,111,51,167,87,4,4,2,13,13,103,46,82,44
6610,H,1.29,5.5,11.0,7,2,1,25,9,141,70,76,34,4,3,3,12,8,107,59,102,55
6611,A,4.75,3.1,1.95,1,5,4,10,13,110,57,107,49,9,1,0,18,0,130,71,71,36
6612,D,2.0,3.3,4.0,5,4,1,14,7,116,67,122,63,3,5,2,15,11,123,49,75,44
6613,D,1.91,3.4,4.33,3,4,3,12,12,118,63,94,58,1,3,6,7,17,88,40,135,71
6614,D,2.88,3.3,2.4,7,0,3,21,11,113,61,116,43,9,0,1,27,11,129,65,101,55
6615,A,3.0,3.6,2.2,2,2,6,10,19,105,53,120,64,3,3,4,10,9,117,60,95,47
6616,H,1.95,3.3,4.0,4,2,4,15,16,87,34,127,64,3,4,3,8,12,122,57,125,71
6617,A,1.91,3.6,3.75,9,1,0,26,6,144,74,92,34,7,3,0,21,7,124,69,89,45
6618,D,8.5,5.25,1.33,3,5,2,8,7,84,45,101,49,10,0,0,34,7,115,57,94,40
6619,H,1.33,5.5,8.5,7,2,1,31,10,137,70,98,52,5,4,1,17,10,91,45,149,73
6620,A,2.3,3.5,3.0,3,2,5,10,15,98,56,110,45,4,2,4,13,24,100,52,116,62
6621,H,3.1,3.4,2.3,3,2,5,12,25,116,64,104,49,5,1,4,17,16,87,35,78,40
6622,A,1.73,3.6,4.75,5,4,1,17,9,83,43,128,70,3,4,3,14,17,105,48,89,49
6623,H,2.0,3.2,4.0,4,3,3,14,13,118,66,79,41,3,3,4,13,13,130,73,89,43
6624,H,1.91,3.6,4.0,2,6,2,18,18,113,46,103,47,0,2,8,4,24,93,44,101,48
6625,H,1.36,5.25,10.0,3,4,3,14,12,122,67,119,74,2,2,6,5,10,97,47,126,72
6626,A,6.5,4.33,1.57,2,2,6,5,19,93,50,112,45,4,6,0,19,12,143,78,108,57
6627,A,3.75,3.6,2.1,5,2,3,16,13,113,64,92,47,4,2,4,15,12,149,67,71,38
6628,D,2.5,3.4,3.0,4,2,4,23,18,143,82,84,37,7,1,2,19,8,183,105,93,46
6629,H,2.2,3.4,3.6,1,1,8,9,22,90,37,99,49,2,2,6,10,20,121,66,101,46
6630,D,2.2,3.4,3.6,4,2,4,11,15,96,51,102,51,5,2,3,12,10,101,47,143,74
6631,D,2.1,3.3,4.0,2,5,3,14,16,100,45,124,66,4,3,3,10,11,88,37,140,77
6632,D,1.95,3.6,4.2,5,3,2,17,12,121,51,124,66,0,2,8,9,21,116,56,121,65
6633,D,2.3,3.0,3.5,5,2,3,18,16,72,31,123,57,4,2,4,14,11,83,44,82,31
6634,A,3.4,3.1,2.3,1,0,9,8,29,102,53,143,77,2,1,7,13,19,97,44,90,48
6635,A,3.3,3.0,2.4,1,5,4,9,18,98,40,84,46,3,4,3,12,10,109,50,81,41
6636,H,1.57,3.75,6.5,6,2,2,26,8,104,53,109,55,5,2,3,11,8,107,56,92,45
6637,H,1.95,3.2,4.5,5,2,3,16,13,92,40,114,54,2,3,5,10,16,98,53,86,47
6638,H,2.0,3.3,4.0,1,3,6,8,14,106,52,98,53,5,1,4,12,13,120,62,113,50
6639,H,1.2,7.0,13.0,8,2,0,17,3,121,60,80,38,3,4,3,19,22,96,48,112,62
6640,A,3.1,3.25,2.38,1,0,9,4,20,92,47,120,61,2,3,5,12,15,93,48,121,58
6641,H,2.1,3.4,3.6,5,2,3,12,10,79,35,102,54,1,5,4,12,17,93,46,124,73
6642,H,2.75,3.0,2.7,3,4,3,12,13,104,50,76,29,5,2,3,16,12,119,54,115,59
6643,D,3.4,3.3,2.2,2,4,4,11,15,76,34,134,71,5,2,3,21,17,140,76,114,62
6644,H,1.3,5.0,12.0,9,1,0,18,1,130,71,71,40,0,6,4,9,17,110,55,115,47
6645,A,3.1,3.1,2.5,3,5,2,11,11,77,38,107,57,3,4,3,12,12,119,66,96,57
6646,D,3.3,3.5,2.1,4,2,4,11,16,100,48,138,60,5,1,4,15,12,111,67,80,44
6647,D,2.05,3.4,3.5,2,3,5,14,16,103,40,163,90,1,0,9,5,20,110,47,117,62
6648,A,3.75,3.5,1.95,8,1,1,28,13,141,70,102,60,8,1,1,24,8,145,72,89,36
6649,H,1.25,6.0,10.0,4,1,5,16,17,136,78,86,45,2,2,6,8,16,100,51,152,69
6650,A,2.5,3.3,2.75,1,4,5,5,16,103,46,119,63,6,1,3,19,13,125,71,123,46
6651,A,1.57,4.5,5.5,9,1,0,34,8,117,58,96,40,7,2,1,30,9,142,75,94,47
6652,H,2.38,3.25,3.1,5,0,5,13,12,107,56,102,59,3,1,6,8,15,99,53,107,40
6653,D,1.75,3.8,4.75,4,2,4,11,21,101,48,115,59,0,4,6,7,21,97,48,110,58
6654,H,1.4,4.33,10.0,6,2,2,16,6,110,46,83,42,3,4,3,11,8,100,50,90,43
6655,H,2.25,3.4,3.5,8,1,1,15,4,96,49,143,72,6,2,2,13,8,99,53,129,67
6656,H,2.1,3.5,3.75,5,2,3,14,10,92,52,138,63,3,3,4,16,13,128,73,120,68
6657,A,3.8,3.5,2.0,3,3,4,13,17,96,51,118,55,6,2,2,22,8,117,61,80,39
6658,A,2.3,2.9,3.75,4,4,2,11,10,97,53,66,33,5,3,2,10,9,93,49,94,50
6659,H,3.25,3.1,2.38,4,3,3,8,6,89,40,91,42,1,7,2,11,14,112,59,120,63
6660,H,1.83,3.6,4.33,4,1,5,20,16,117,68,114,54,4,4,2,11,9,76,40,113,59
6661,H,1.53,4.0,6.5,3,3,4,9,11,102,54,114,67,2,3,5,7,13,116,55,173,89
6662,H,3.3,3.3,2.25,1,6,3,8,10,113,61,100,43,4,5,1,13,8,131,76,117,65
6663,H,6.5,4.33,1.5,1,4,5,8,14,86,39,140,74,7,2,1,23,9,142,73,78,34
6664,H,2.1,3.4,3.6,3,2,5,8,17,95,54,177,85,1,4,5,9,18,86,42,146,64
6665,A,3.3,3.4,2.2,2,6,2,13,11,125,51,78,44,8,1,1,25,8,134,59,93,47
6666,D,1.62,3.8,6.0,4,5,1,13,11,115,57,91,50,2,3,5,14,15,123,66,111,58
6667,A,1.8,3.75,4.33,3,4,3,13,15,116,52,90,54,1,4,5,10,16,114,61,103,49
6668,H,3.4,3.4,2.1,2,4,4,7,13,123,56,117,67,3,3,4,11,9,114,63,92,49
6669,A,2.15,3.4,3.25,4,3,3,14,11,102,51,108,57,4,2,4,10,15,111,57,115,47
6670,A,1.83,3.75,4.0,5,2,3,16,15,80,31,127,63,2,2,6,9,18,106,53,119,62
6671,H,1.25,5.5,12.0,7,3,0,22,7,122,69,86,43,4,1,5,14,13,118,55,117,62
6672,A,3.1,3.0,2.55,1,2,7,10,21,96,43,91,40,2,6,2,8,9,95,53,100,48
6673,A,1.62,4.0,5.5,4,4,2,15,13,90,43,154,80,4,2,4,14,13,94,41,78,34
6674,D,1.85,3.4,4.75,4,2,4,12,10,96,45,90,50,4,2,4,13,23,117,65,103,53
6675,D,1.44,4.33,8.0,5,1,4,18,16,91,39,89,43,2,2,6,9,19,107,54,112,47
6676,A,1.85,3.5,4.5,3,4,3,8,8,105,58,113,51,2,4,4,13,19,101,51,117,60
6677,D,2.1,3.25,3.75,4,1,5,15,18,107,49,117,59,3,3,4,15,16,70,33,103,45
6678,A,3.5,3.4,2.1,4,3,3,15,11,80,41,84,31,7,1,2,24,8,109,53,81,39
6679,D,1.5,4.2,7.0,4,3,3,11,14,72,38,113,57,1,0,9,3,21,96,51,112,59
6680,H,1.91,3.6,3.8,4,1,5,14,15,110,50,115,55,3,3,4,14,13,110,54,109,55
6681,D,2.3,3.2,3.3,2,3,5,10,16,106,52,105,43,4,3,3,12,9,93,45,90,49
6682,H,2.05,3.4,3.6,0,3,7,11,22,116,58,120,67,2,1,7,11,21,95,39,100,50
6683,H,1.33,5.0,9.0,4,2,4,17,11,145,65,73,40,3,4,3,8,10,78,32,148,77
6684,H,1.53,4.0,6.0,5,2,3,10,9,101,52,129,71,2,1,7,9,20,123,66,102,46
6685,H,3.75,3.4,2.0,4,3,3,13,12,104,49,140,73,5,5,0,21,10,135,76,112,61
6686,D,3.4,3.3,2.15,2,2,6,5,12,99,46,127,76,3,2,5,15,13,125,72,111,62
6687,D,3.6,3.5,2.0,4,4,2,16,13,124,56,122,63,4,3,3,15,9,125,73,106,66
6688,D,2.15,3.2,3.5,3,1,6,13,17,106,48,93,49,1,4,5,7,18,108,50,79,43
6689,H,1.29,5.25,10.0,4,3,3,13,9,110,50,92,47,1,0,9,6,26,106,57,146,75
6690,A,3.75,3.2,2.05,5,2,3,20,18,74,33,119,57,6,2,2,25,8,105,54,105,55
6691,A,2.15,3.4,3.3,4,1,5,10,14,119,61,107,47,3,3,4,13,18,92,49,123,59
6692,H,2.4,3.0,3.2,2,2,6,9,17,100,54,79,45,4,3,3,9,11,105,59,65,32
6693,H,1.75,3.6,4.75,2,3,5,10,10,104,53,95,53,5,3,2,10,6,91,41,85,43
6694,D,2.2,3.4,3.25,3,3,4,11,13,125,69,87,41,6,2,2,16,11,86,36,104,56
6695,A,2.05,3.4,3.6,3,3,4,14,13,91,47,122,63,1,5,4,11,16,74,34,131,69
6696,A,6.0,4.33,1.5,4,3,3,20,18,134,70,114,62,7,2,1,19,5,166,83,60,30
6697,A,2.05,3.4,3.5,2,4,4,18,24,93,47,114,63,1,4,5,14,21,92,45,127,74
6698,A,2.3,3.25,3.1,3,4,3,10,13,106,60,88,51,4,2,4,13,18,84,45,155,84
6699,H,3.2,3.4,2.2,3,4,3,14,13,105,50,76,27,4,1,5,22,14,119,67,106,49
