,result,odds-home,odds-draw,odds-away,home-wins,home-draws,home-losses,home-goals,home-opposition-goals,home-shots,home-shots_on_target,home-opposition_shots,home-opposition_shots_on_target,away-wins,away-draws,away-losses,away-goals,away-opposition-goals,away-shots,away-shots_on_target,away-opposition_shots,away-opposition_shots_on_target
6178,D,1.5,4.0,7.5,3,2,5,10,11,111,59,104,52,0,4,6,6,16,132,73,114,50
6179,H,2.3,3.3,3.2,3,5,2,14,9,131,73,118,55,5,2,3,15,7,125,64,123,69
6180,A,7.5,3.8,1.53,4,2,4,13,15,91,45,125,58,10,0,0,24,5,111,52,84,39
6181,D,3.3,3.3,2.25,4,0,6,9,21,111,54,108,59,3,4,3,13,12,120,54,76,43
6182,H,2.05,3.3,3.8,5,2,3,15,12,81,38,132,84,2,1,7,12,21,89,45,134,70
6183,D,7.0,4.33,1.44,2,3,5,6,20,90,52,114,63,7,2,1,23,6,123,67,89,46
6184,A,3.0,3.4,2.3,2,1,7,14,24,89,40,101,43,6,0,4,21,21,137,75,103,55
6185,A,1.36,5.25,7.0,3,2,5,18,16,128,70,103,51,4,3,3,14,11,108,51,108,55
6186,H,2.7,3.4,2.5,2,1,7,14,29,127,73,116,54,6,1,3,18,12,109,63,92,57
6187,H,2.38,3.3,3.1,2,3,5,12,17,98,58,104,59,4,1,5,10,15,72,40,109,47
6188,H,1.33,5.0,10.0,5,3,2,13,8,94,49,116,52,3,1,6,13,15,84,38,102,49
6189,H,1.1,11.0,21.0,6,2,2,32,13,155,78,93,40,2,3,5,8,12,78,33,127,59
6190,A,1.75,3.75,4.75,1,7,2,15,14,81,41,127,72,2,0,8,11,21,94,43,93,47
6191,D,1.91,3.6,4.0,3,5,2,12,12,85,35,105,49,1,3,6,13,26,110,55,116,67
6192,D,1.75,3.75,5.25,5,3,2,14,11,100,46,126,70,4,1,5,13,10,112,56,96,51
6193,H,2.63,3.4,2.88,5,4,1,14,6,97,42,134,78,4,2,4,13,17,176,93,71,28
6194,A,4.5,3.75,1.85,3,2,5,12,19,67,26,112,56,5,3,2,17,8,146,91,86,48
6195,A,8.0,4.75,1.45,3,1,6,14,20,94,37,125,68,5,3,2,18,10,148,87,84,42
6196,H,1.91,3.5,4.75,3,6,1,12,8,121,61,158,84,1,5,4,8,14,113,58,99,46
6197,A,2.45,3.3,3.2,3,3,4,10,14,106,54,126,73,4,4,2,13,11,118,67,105,56
6198,H,1.7,3.75,5.75,2,4,4,9,12,110,56,96,43,4,2,4,13,13,96,53,122,64
6199,D,2.63,3.1,3.1,2,5,3,10,13,92,49,121,69,3,2,5,8,13,90,46,116,53
6200,H,1.44,4.0,9.0,5,4,1,16,10,91,44,90,40,4,3,3,9,7,68,28,96,41
6201,A,2.6,3.2,2.88,5,1,4,17,12,101,50,87,38,3,6,1,13,9,113,60,98,52
6202,A,3.1,3.25,2.38,2,5,3,12,14,126,67,112,59,2,6,2,13,12,109,53,100,49
6203,D,4.33,3.5,1.95,5,1,4,15,12,95,57,110,46,3,5,2,15,11,119,67,96,53
6204,H,1.65,4.2,5.5,1,6,3,16,18,126,65,110,62,3,2,5,12,16,98,49,131,70
6205,H,1.62,3.8,6.0,3,2,5,9,13,79,33,93,46,1,4,5,10,20,105,51,136,72
6206,H,1.91,3.3,4.5,2,7,1,9,8,110,53,97,53,3,5,2,13,14,106,44,87,41
6207,H,1.75,3.5,5.0,3,4,3,11,11,129,66,88,51,3,3,4,12,14,89,46,125,66
6208,H,2.2,3.25,3.5,4,3,3,10,11,94,52,101,50,2,2,6,10,19,93,42,99,45
6209,H,1.67,3.75,5.5,1,2,7,9,20,128,67,80,49,4,4,2,14,11,88,43,80,40
6210,H,1.18,6.5,21.0,9,1,0,30,4,97,50,89,43,2,4,4,10,14,82,46,105,49
6211,H,2.4,3.0,3.3,1,5,4,11,17,96,40,81,33,4,3,3,12,9,92,48,98,46
6212,H,2.4,3.3,3.0,0,5,5,6,14,128,69,121,54,2,3,5,9,11,107,55,135,57
6213,H,3.1,3.25,2.4,1,2,7,12,30,107,51,172,93,5,2,3,16,14,77,37,131,81
6214,H,1.4,4.5,9.0,4,3,3,15,12,114,56,95,49,3,4,3,11,13,111,58,103,47
6215,H,1.57,3.8,6.5,4,2,4,14,10,132,68,118,65,4,2,4,13,18,84,41,137,64
6216,H,1.22,6.0,15.0,10,0,0,26,4,122,55,80,35,3,2,5,12,11,119,64,97,50
6217,A,4.0,3.6,1.91,3,2,5,12,19,106,48,142,59,4,4,2,17,9,132,73,111,53
6218,A,4.0,3.6,1.91,3,5,2,13,10,132,62,75,43,8,1,1,28,11,147,70,73,36
6219,D,2.75,3.2,2.7,2,1,7,14,22,97,47,121,63,3,3,4,10,10,111,57,108,54
6220,D,2.1,3.3,3.75,5,3,2,15,13,109,54,143,70,4,1,5,9,20,114,54,110,58
6221,A,2.25,3.1,3.5,3,5,2,15,15,101,51,101,47,3,2,5,8,10,98,50,117,61
6222,H,1.7,4.0,4.5,5,2,3,19,18,103,64,125,59,3,3,4,16,22,90,50,122,70
6223,D,2.75,3.2,2.55,1,3,6,9,19,107,50,143,73,3,4,3,16,14,103,45,106,65
6224,H,1.57,3.75,6.5,5,3,2,13,9,101,54,83,38,3,4,3,13,14,91,47,116,52
6225,H,2.45,3.2,3.3,1,5,4,6,13,108,54,107,40,3,1,6,11,21,71,27,115,59
6226,D,1.44,4.75,8.5,3,2,5,12,19,183,96,74,33,2,1,7,12,21,90,36,125,67
6227,A,1.62,4.2,6.0,5,3,2,16,9,140,77,88,43,6,3,1,15,5,102,46,140,81
6228,H,2.15,3.4,3.8,3,2,5,11,14,101,50,133,69,2,5,3,10,13,98,51,120,69
6229,H,1.73,3.8,5.5,4,2,4,12,7,118,61,103,54,4,5,1,13,7,126,56,155,81
6230,A,2.7,3.4,2.8,4,2,4,13,14,100,53,120,63,2,5,3,16,15,135,66,100,54
6231,D,2.25,3.3,3.6,3,3,4,9,13,97,52,120,54,2,3,5,6,15,105,53,130,75
6232,H,1.5,4.33,8.0,6,2,2,20,8,150,90,91,50,4,2,4,12,10,93,55,114,49
6233,A,3.6,3.1,2.2,4,2,4,13,11,91,48,100,52,2,2,6,12,17,131,72,79,46
6234,H,1.8,3.5,4.75,5,4,1,17,10,87,42,88,45,4,3,3,8,11,93,50,94,47
6235,D,2.4,3.2,3.1,2,4,4,10,15,78,43,116,54,5,0,5,16,12,107,51,81,32
6236,H,1.83,3.5,4.5,3,3,4,8,9,67,30,100,42,1,3,6,9,23,113,54,129,69
6237,A,2.05,3.3,3.8,3,2,5,12,15,88,49,124,67,2,5,3,12,16,96,46,83,36
6238,D,2.25,3.1,3.5,2,2,6,10,15,92,41,98,45,3,7,0,12,8,110,57,89,49
6239,H,2.45,3.5,2.8,3,2,5,14,17,123,67,119,63,3,3,4,15,13,152,82,85,46
6240,D,5.25,4.2,1.6,5,2,3,21,12,110,58,78,46,8,1,1,21,5,174,94,48,22
6241,A,2.7,3.6,2.5,3,3,4,10,14,89,55,114,64,4,2,4,15,20,114,62,131,69
6242,A,2.75,3.3,2.6,2,0,8,11,18,79,42,126,67,4,3,3,12,11,79,41,107,54
6243,D,6.5,4.33,1.5,5,2,3,19,13,69,37,94,50,8,0,2,28,13,126,62,73,35
6244,H,2.5,3.1,3.1,2,3,5,6,13,83,39,92,50,4,4,2,13,11,129,74,127,75
6245,D,3.6,3.4,2.1,5,1,4,14,13,88,44,137,81,5,2,3,15,11,108,52,88,44
6246,D,2.63,3.2,2.8,2,2,6,10,11,115,67,102,51,3,4,3,12,11,124,56,69,37
6247,D,1.62,3.75,5.5,4,3,3,15,11,103,50,114,55,2,4,4,8,16,92,53,101,56
6248,A,1.85,3.8,3.8,6,0,4,20,21,135,76,108,56,3,1,6,15,26,123,71,113,56
6249,H,2.38,3.5,2.88,6,1,3,19,12,110,55,125,53,3,4,3,12,9,114,49,114,60
6250,H,2.0,3.6,3.5,2,5,3,8,15,109,53,119,49,3,3,4,19,16,133,63,123,61
6251,H,1.91,3.6,4.0,1,3,6,14,27,109,56,117,61,3,2,5,13,17,92,55,102,59
6252,H,1.36,4.5,9.5,7,1,2,14,4,118,51,89,44,3,2,5,14,16,90,46,79,33
6253,D,1.83,3.6,4.5,5,2,3,15,14,106,50,82,36,7,3,0,14,5,80,37,114,56
6254,D,2.5,3.25,2.9,3,0,7,12,20,91,41,96,46,2,6,2,12,14,95,38,105,47
6255,A,3.8,3.5,2.1,5,3,2,12,9,109,60,111,57,5,3,2,13,10,110,58,133,78
6256,D,2.15,3.3,3.9,3,5,2,15,11,127,75,97,53,3,3,4,11,11,113,56,100,43
6257,A,2.25,3.2,3.4,4,3,3,12,12,91,44,90,48,4,2,4,9,8,98,50,110,57
6258,D,2.0,3.2,4.2,4,3,3,11,10,125,65,89,53,3,4,3,13,14,101,52,108,50
6259,A,5.25,3.6,1.73,4,6,0,14,8,102,56,105,54,9,1,0,28,5,100,52,91,47
6260,D,2.5,3.2,3.0,3,2,5,13,14,102,53,127,58,2,5,3,7,12,109,53,116,61
6261,A,2.0,3.3,4.0,1,6,3,8,11,89,41,155,82,2,2,6,7,17,103,37,104,52
6262,A,1.67,3.75,5.75,2,4,4,11,12,108,54,101,49,3,2,5,11,18,84,45,143,65
6263,D,2.38,3.2,3.2,2,3,5,10,12,107,56,132,53,5,3,2,14,12,111,54,133,65
6264,D,4.33,3.75,1.83,1,5,4,8,13,136,69,118,56,4,2,4,11,10,137,66,113,65
6265,A,13.0,6.5,1.22,2,2,6,13,26,114,56,171,91,10,0,0,26,4,117,55,80,38
6266,D,1.85,3.5,4.5,2,5,3,11,14,136,72,110,64,3,1,6,11,20,105,44,139,62
6267,H,1.44,4.33,8.0,3,5,2,13,10,107,51,110,56,2,2,6,16,23,95,46,124,62
6268,D,1.55,3.8,7.0,5,4,1,19,8,139,81,108,53,3,2,5,9,21,111,53,116,61
6269,H,1.73,3.75,4.5,6,3,1,19,8,110,60,91,47,3,2,5,18,17,134,70,98,50
6270,D,2.63,3.5,2.5,3,0,7,14,18,112,50,117,64,5,2,3,12,10,97,51,130,68
6271,H,1.6,4.0,5.25,3,5,2,13,13,96,55,126,65,2,1,7,14,23,94,41,99,44
6272,A,3.8,4.0,1.8,5,1,4,15,13,106,65,88,55,8,2,0,26,11,139,66,102,46
6273,D,3.2,3.3,2.3,4,1,5,11,15,72,39,115,51,5,3,2,13,7,93,50,111,47
6274,A,15.0,7.5,1.18,2,1,7,11,18,96,44,100,52,7,3,0,29,5,119,53,95,52
6275,A,12.0,6.0,1.25,4,1,5,12,19,91,47,96,51,7,2,1,38,9,156,76,92,43
6276,H,2.63,3.1,2.88,1,4,5,4,14,108,48,91,46,0,7,3,10,14,94,44,116,65
6277,A,2.7,3.1,2.8,1,3,6,6,18,86,40,125,54,3,3,4,12,20,117,56,80,44
6278,H,1.5,4.33,6.0,3,5,2,12,10,114,46,71,39,1,6,3,9,13,127,60,119,59
6279,H,1.91,3.25,4.5,3,4,3,12,13,100,51,113,56,3,2,5,11,14,89,44,98,50
6280,H,2.9,3.4,2.45,5,3,2,12,8,78,36,103,52,4,2,4,16,14,120,61,122,61
6281,A,4.33,3.6,1.83,3,4,3,11,13,100,51,106,50,4,5,1,15,9,101,45,117,60
6282,A,4.2,3.6,1.83,2,0,8,12,23,98,40,108,47,5,1,4,14,12,106,60,85,54
6283,D,2.38,3.4,3.0,3,1,6,13,18,91,44,92,47,2,3,5,16,24,110,59,115,60
6284,A,2.05,3.4,4.1,4,3,3,11,11,114,64,98,52,3,2,5,11,17,106,58,120,65
6285,H,1.44,4.75,8.0,3,6,1,16,11,122,74,101,58,3,2,5,10,14,113,58,126,66
6286,A,2.25,3.3,3.6,2,3,5,6,15,103,49,129,74,3,2,5,10,11,84,49,136,69
6287,A,1.53,4.2,7.5,3,4,3,18,14,128,63,101,55,2,4,4,9,13,94,46,131,74
6288,D,2.38,3.4,3.25,3,1,6,11,21,80,33,107,52,4,4,2,13,8,133,62,142,77
6289,H,5.25,3.75,1.75,2,2,6,13,20,84,32,126,65,3,3,4,12,12,111,61,104,48
6290,A,3.2,3.25,2.5,3,4,3,10,11,103,57,117,51,5,1,4,12,6,104,57,113,63
6291,A,2.25,3.2,3.4,3,2,5,11,13,83,35,99,50,4,3,3,12,12,96,46,87,44
6292,H,2.1,3.1,4.0,3,7,0,12,8,108,58,93,52,2,4,4,10,15,79,44,111,54
6293,H,2.1,3.2,3.8,4,1,5,15,12,109,54,76,33,2,3,5,10,13,91,42,109,53
6294,D,1.4,4.75,8.0,9,1,0,28,5,107,52,97,47,4,4,2,12,9,132,70,90,51
6295,A,1.85,3.25,5.0,3,5,2,13,13,96,45,90,41,4,2,4,9,8,69,32,100,40
6296,H,1.14,8.5,17.0,7,1,2,23,12,124,57,80,39,2,0,8,10,17,76,39,136,67
6297,H,1.73,3.6,5.25,2,3,5,14,16,151,81,87,45,3,3,4,8,13,93,44,86,47
6298,H,2.1,3.5,3.5,5,2,3,16,18,115,63,129,73,4,3,3,16,13,70,38,96,47
6299,D,2.2,3.5,3.25,2,3,5,14,26,96,52,120,69,1,5,4,6,11,94,43,145,75
6300,H,1.91,3.8,3.8,2,6,2,8,9,124,59,107,52,2,3,5,10,17,97,60,116,64
6301,A,4.75,3.75,1.75,3,2,5,9,16,101,36,98,49,4,3,3,17,9,103,57,78,44
6302,H,2.05,3.3,3.8,10,0,0,25,4,128,66,73,35,8,1,1,28,11,138,67,80,36
6303,D,2.7,3.0,2.9,4,2,4,11,16,84,45,148,68,2,5,3,12,15,142,73,98,57
6304,A,2.88,3.4,2.38,3,4,3,9,14,111,55,107,41,6,1,3,18,12,109,54,129,60
6305,D,1.67,3.5,5.5,3,5,2,14,11,100,45,111,69,3,1,6,15,17,103,45,137,73
6306,A,2.5,3.2,2.8,2,4,4,9,17,100,58,94,54,4,1,5,17,23,123,73,113,52
6307,H,1.6,4.33,4.75,3,4,3,12,8,118,56,113,59,5,0,5,17,23,135,72,108,58
6308,H,2.05,3.3,3.8,7,3,0,13,4,78,39,108,48,6,2,2,14,7,97,50,79,35
6309,H,1.29,6.0,9.5,7,2,1,38,10,156,74,95,45,4,3,3,12,14,104,47,74,36
6310,H,1.75,3.6,5.0,0,6,4,9,14,93,42,105,58,1,3,6,6,22,87,39,113,50
6311,H,1.75,4.0,5.0,5,3,2,12,9,103,56,140,84,6,3,1,15,6,98,46,150,86
6312,A,4.75,3.6,1.85,2,4,4,7,12,105,53,102,41,3,3,4,14,19,185,98,72,31
6313,A,2.1,3.75,3.6,5,3,2,17,10,150,81,90,46,7,1,2,20,7,170,106,85,46
6314,D,2.55,3.1,3.0,4,2,4,10,9,95,43,109,58,6,3,1,15,7,86,40,93,46
6315,D,3.1,3.2,2.4,4,3,3,8,10,99,53,93,45,3,6,1,13,10,108,59,101,50
6316,H,1.57,3.8,6.5,3,2,5,13,13,127,70,72,41,2,2,6,8,16,91,49,127,65
6317,H,3.3,3.6,2.1,2,3,5,13,15,91,51,134,62,5,2,3,21,18,103,63,129,58
6318,A,13.0,6.0,1.22,4,4,2,13,8,130,74,134,77,7,2,1,17,5,168,84,52,23
6319,D,2.1,3.25,3.75,2,2,6,16,21,97,47,120,58,1,4,5,8,12,119,60,123,47
6320,A,2.1,3.2,3.8,2,3,5,7,20,108,53,130,71,5,2,3,15,12,96,51,136,77
6321,H,1.62,3.8,6.0,4,5,1,16,8,145,87,107,54,2,3,5,9,9,111,65,96,48
6322,H,2.25,3.2,3.4,5,2,3,15,11,101,46,86,45,4,3,3,13,11,138,70,109,62
6323,A,3.2,3.2,2.38,3,2,5,13,19,100,42,144,67,1,4,5,10,14,112,56,107,51
6324,A,4.75,3.4,1.8,4,4,2,13,11,105,58,130,64,7,2,1,20,8,110,61,91,45
6325,H,3.3,3.5,2.1,3,2,5,18,17,121,55,125,63,3,1,6,18,18,134,68,98,51
6326,A,2.7,3.3,2.55,0,4,6,6,17,112,54,140,73,4,3,3,16,12,96,48,122,60
6327,A,5.5,4.0,1.57,4,3,3,11,11,117,60,121,63,8,2,0,25,10,136,65,102,41
6328,H,1.33,5.0,10.0,5,4,1,14,6,87,47,125,53,3,2,5,13,17,92,53,107,60
6329,H,1.08,11.0,26.0,7,3,0,27,5,117,52,94,49,3,2,5,10,15,93,50,115,53
6330,H,1.8,3.5,4.75,3,1,6,14,18,80,38,83,34,2,1,7,11,19,95,46,104,52
6331,A,6.5,3.8,1.57,3,3,4,12,16,83,39,116,53,7,1,2,16,5,111,48,89,44
6332,H,1.53,4.0,6.5,4,3,3,17,16,114,54,79,42,3,1,6,11,21,94,50,96,47
6333,A,19.0,8.0,1.14,3,2,5,14,18,93,47,102,51,7,3,0,29,6,124,56,94,48
6334,D,2.0,3.3,4.0,5,3,2,16,13,98,50,88,43,4,3,3,9,11,91,47,96,46
6335,D,2.25,3.5,3.0,2,2,6,11,20,104,68,114,66,3,3,4,15,15,87,50,140,66
6336,D,7.5,3.6,1.57,5,2,3,13,10,100,54,132,73,10,0,0,24,4,133,68,68,30
6337,A,2.0,3.5,3.6,5,2,3,18,12,95,47,122,64,3,2,5,16,18,127,56,126,63
6338,H,2.2,3.3,3.4,2,0,8,10,20,93,45,111,55,3,3,4,11,13,89,41,109,49
6339,A,2.9,3.0,2.65,3,1,6,11,15,89,42,98,49,4,1,5,14,11,109,57,79,34
6340,H,1.36,4.75,9.5,6,3,1,15,7,82,37,101,52,1,3,6,8,21,116,54,125,67
6341,H,2.2,3.1,3.6,2,3,5,11,17,75,41,105,47,3,2,5,13,14,78,32,96,47
6342,H,1.18,7.0,17.0,8,2,0,24,4,103,50,93,44,3,4,3,11,12,98,48,93,41
6343,D,1.8,3.3,4.75,1,3,6,8,15,95,42,107,52,2,5,3,12,16,98,40,89,43
6344,H,1.08,12.0,26.0,8,1,1,20,6,178,92,51,23,3,2,5,10,16,94,36,95,49
6345,H,1.91,3.6,4.0,4,2,4,19,20,105,64,129,58,3,5,2,11,10,118,57,109,54
6346,D,2.75,3.3,2.6,4,3,3,15,13,69,36,88,44,2,3,5,14,15,143,77,83,41
6347,H,2.4,3.4,2.9,1,6,3,7,11,93,47,141,77,6,2,2,11,6,81,35,94,45
6348,H,2.1,3.3,3.6,3,2,5,7,14,96,47,71,41,2,4,4,14,24,106,58,122,72
6349,H,2.38,3.2,3.2,1,6,3,11,17,112,50,126,61,3,3,4,10,17,88,47,151,66
6350,H,1.53,4.2,5.75,6,1,3,21,14,113,53,130,62,3,4,3,12,12,111,60,122,61
6351,D,1.8,3.6,4.5,5,0,5,16,23,131,72,106,56,3,3,4,10,14,118,60,123,65
6352,H,1.25,6.0,10.0,9,1,0,26,8,138,69,108,45,3,3,4,12,20,107,52,108,41
6353,H,1.5,4.33,6.0,5,1,4,18,18,125,72,111,49,2,0,8,11,20,100,44,108,49
6354,A,15.0,7.5,1.18,3,2,5,12,16,92,52,97,53,8,2,0,31,6,123,53,90,44
6355,H,2.0,3.5,3.8,3,1,6,10,20,99,51,105,50,4,1,5,16,16,86,40,77,30
6356,H,2.38,3.3,3.0,1,2,7,6,23,99,46,119,54,1,7,2,11,15,89,35,108,47
6357,D,2.05,3.3,3.8,1,4,5,4,14,104,44,85,46,2,2,6,12,20,81,38,105,48
6358,H,2.63,3.1,2.8,3,5,2,11,9,120,65,93,55,4,1,5,17,14,130,68,76,44
6359,D,1.91,3.3,4.5,3,6,1,11,8,109,57,98,48,4,3,3,11,9,104,51,99,53
6360,H,2.7,3.1,2.8,2,1,7,8,19,96,53,130,64,4,4,2,13,12,102,50,111,51
6361,D,2.15,3.75,3.1,4,1,5,16,15,110,55,125,65,5,2,3,16,18,108,64,119,70
6362,A,3.4,3.5,2.1,5,3,2,18,8,103,54,75,42,7,1,2,21,11,129,59,81,38
6363,A,2.63,3.3,2.75,1,0,9,8,17,78,39,133,67,4,3,3,11,8,116,64,147,81
6364,D,1.53,3.8,6.5,2,3,5,12,14,119,61,119,57,2,4,4,10,15,91,47,111,51
6365,H,2.0,3.2,4.2,1,6,3,10,15,143,72,97,58,4,4,2,13,12,117,56,130,59
6366,A,3.75,3.3,2.1,0,5,5,5,12,120,65,115,43,5,2,3,14,12,103,49,80,44
6367,D,5.5,3.6,1.7,1,2,7,10,26,106,53,180,94,4,5,1,17,10,119,46,72,40
6368,H,1.29,5.5,10.5,5,4,1,17,9,111,49,112,57,3,2,5,14,19,98,44,152,74
6369,H,1.95,3.3,4.2,2,3,5,10,10,110,63,97,48,2,3,5,7,18,110,54,131,71
6370,D,1.44,4.33,8.0,2,1,7,14,21,135,72,102,52,2,4,4,9,13,98,51,98,53
6371,H,1.65,3.8,5.0,6,1,3,16,11,108,62,82,53,3,5,2,12,9,117,56,112,68
6372,H,1.17,7.0,15.0,7,2,1,17,8,109,63,99,48,0,3,7,8,21,109,55,132,68
6373,D,5.0,3.8,1.67,3,2,5,14,15,95,37,152,84,4,3,3,13,6,116,58,111,58
6374,D,3.1,3.6,2.2,2,4,4,17,24,116,59,113,58,6,3,1,15,5,87,50,131,58
6375,D,1.53,3.8,7.5,7,1,2,15,5,106,47,88,45,7,3,0,12,3,77,39,107,44
6376,D,4.75,3.8,1.73,6,1,3,14,8,97,48,81,38,7,2,1,38,11,158,75,99,45
6377,A,1.8,3.5,4.75,4,2,4,14,18,106,48,81,40,4,3,3,18,15,113,52,87,42
6378,A,2.88,3.2,2.55,3,0,7,9,22,98,49,94,43,1,5,4,10,14,100,45,109,59
6379,D,1.57,4.0,6.0,7,1,2,26,11,133,63,79,37,5,4,1,18,9,141,85,100,50
6380,A,1.83,3.4,4.75,4,4,2,9,8,92,51,97,46,5,2,3,9,6,72,32,101,40
6381,A,2.1,3.3,3.75,2,5,3,9,10,114,56,113,54,4,4,2,15,10,64,35,92,47
6382,H,2.4,3.4,2.8,0,3,7,6,20,107,53,144,73,3,4,3,11,14,115,57,128,69
6383,A,1.75,3.6,5.0,4,1,5,17,17,89,40,80,31,2,2,6,12,18,93,51,100,58
6384,H,1.5,4.33,6.0,5,3,2,14,7,96,45,163,88,3,1,6,12,22,84,35,102,53
6385,A,2.8,3.25,2.5,6,1,3,13,5,104,60,114,59,4,6,0,20,10,123,74,102,59
6386,D,2.38,3.25,3.0,3,2,5,11,12,81,45,136,74,3,3,4,10,13,114,65,95,49
6387,H,2.6,3.1,2.8,3,3,4,8,11,94,45,137,76,1,3,6,6,17,105,46,123,71
6388,H,1.8,3.5,4.5,4,4,2,15,10,116,46,143,76,3,2,5,15,20,90,39,126,65
6389,A,3.3,3.3,2.2,1,3,6,9,21,111,52,128,67,2,3,5,12,18,92,47,99,51
6390,H,2.4,3.0,3.3,4,1,5,13,11,106,54,80,32,3,5,2,10,8,121,65,91,49
6391,A,2.3,3.1,3.4,0,4,6,6,16,98,41,98,48,4,3,3,12,12,106,48,107,50
6392,A,9.0,4.5,1.4,2,4,4,15,14,147,83,83,42,8,1,1,19,7,179,97,50,25
6393,D,2.4,3.0,3.3,3,3,4,14,14,90,49,136,66,4,1,5,9,14,89,46,68,34
6394,A,1.53,4.0,6.5,5,3,2,17,15,122,73,105,61,1,0,9,7,15,84,44,137,69
6395,D,2.1,3.4,3.6,1,4,5,12,25,103,53,112,64,3,1,6,10,18,87,38,117,65
6396,A,4.5,3.5,1.8,3,4,3,14,15,115,54,118,49,6,3,1,22,9,126,50,104,54
6397,H,1.73,3.5,5.0,5,4,1,18,9,130,80,109,53,2,4,4,12,13,121,65,113,51
6398,H,1.67,3.8,5.0,6,1,3,20,15,120,67,112,46,2,4,4,11,15,106,57,129,65
6399,H,3.3,3.6,2.05,2,0,8,9,20,98,41,113,52,4,2,4,18,16,123,55,119,60
6400,H,1.29,5.75,9.0,9,1,0,25,8,142,72,106,44,5,2,3,17,12,98,48,117,62
6401,A,1.5,4.0,7.0,3,4,3,14,8,119,61,109,58,2,5,3,10,10,108,50,104,63
6402,A,3.2,3.3,2.3,3,2,5,10,15,94,44,109,47,3,1,6,12,22,97,52,109,52
6403,A,1.73,3.6,5.25,7,3,0,39,11,150,77,103,50,6,2,2,13,4,112,50,84,40
6404,D,2.2,3.25,3.5,5,2,3,18,14,112,52,88,40,5,2,3,13,8,98,48,80,41
6405,A,2.3,3.2,3.3,2,3,5,13,19,80,39,105,48,2,2,6,7,22,111,57,122,60
6406,D,2.2,3.3,3.4,1,4,5,4,14,94,41,84,45,2,5,3,18,24,114,58,112,56
6407,H,3.0,3.25,2.38,3,3,4,12,12,113,63,113,53,5,3,2,12,10,120,62,127,80
6408,H,1.4,4.2,9.0,8,1,1,21,6,155,95,92,49,3,4,3,9,10,105,55,121,56
6409,A,1.73,3.6,5.25,4,3,3,11,9,100,45,102,54,3,1,6,8,17,94,52,130,60
6410,D,2.45,3.0,3.2,4,6,0,14,9,107,55,86,47,6,3,1,16,7,90,42,109,59
6411,H,5.0,3.6,1.75,4,1,5,17,13,129,65,77,43,9,1,0,28,5,101,50,94,45
6412,H,1.18,7.0,17.0,7,1,2,19,9,125,56,86,43,2,5,3,10,13,93,44,137,76
6413,D,2.7,3.4,2.6,5,3,2,11,6,111,59,149,84,5,1,4,20,20,108,62,125,61
6414,D,3.2,3.4,2.25,2,2,6,11,20,96,58,116,65,4,2,4,15,13,118,58,134,70
6415,H,3.75,3.5,2.0,5,2,3,11,9,84,36,97,48,5,3,2,17,7,104,55,68,37
6416,D,2.3,3.1,3.3,2,4,4,10,15,84,42,107,50,0,5,5,7,14,125,69,112,43
6417,D,2.63,3.2,2.7,2,2,6,10,23,87,41,158,70,4,3,3,12,10,100,52,123,64
6418,H,1.62,3.75,5.5,2,3,5,15,18,97,46,116,58,1,3,6,10,24,101,49,190,98
6419,H,3.0,3.0,2.5,2,3,5,10,20,87,45,161,73,3,3,4,12,10,108,59,99,50
6420,H,1.95,3.5,3.8,2,3,5,8,16,98,48,139,76,2,5,3,13,17,116,54,124,58
6421,H,1.57,3.8,6.0,9,1,0,21,3,129,65,70,31,3,3,4,13,13,131,65,114,66
6422,A,2.0,3.4,3.75,3,3,4,10,18,105,50,121,47,2,5,3,10,11,96,52,96,51
6423,A,3.25,3.6,2.1,2,3,5,13,15,99,42,152,83,4,1,5,14,24,131,69,111,60
6424,A,2.3,3.4,3.0,6,1,3,14,10,111,64,75,49,1,2,7,11,20,134,72,95,48
6425,H,1.7,3.8,4.75,7,2,1,18,8,117,70,96,46,7,1,2,25,12,120,55,122,59
6426,H,1.14,8.0,15.0,9,1,0,31,5,117,54,96,49,5,4,1,15,7,83,49,138,60
6427,A,2.3,3.2,3.3,2,4,4,11,14,106,51,110,55,4,2,4,13,17,105,45,83,42
6428,A,1.8,3.5,4.75,1,6,3,10,15,101,43,117,59,3,0,7,10,22,97,48,93,46
6429,D,3.2,3.3,2.25,6,2,2,16,11,110,55,75,42,7,2,1,25,9,137,63,78,38
6430,A,1.65,3.75,5.25,4,5,1,16,9,121,50,71,40,2,5,3,12,16,142,71,95,55
6431,A,4.5,3.6,1.91,2,4,4,7,16,92,49,100,40,3,3,4,17,14,145,76,98,55
6432,H,2.9,3.25,2.7,2,4,4,8,12,112,63,104,52,6,1,3,14,5,102,54,119,58
6433,A,5.25,4.0,1.7,2,1,7,10,22,88,35,101,53,4,6,0,19,10,126,72,100,59
6434,D,2.5,3.3,3.1,3,2,5,14,18,92,41,121,60,0,3,7,6,19,107,47,109,63
6435,A,4.2,3.75,1.85,2,0,8,8,14,82,42,136,67,1,4,5,9,16,143,81,85,41
6436,D,2.5,3.1,3.0,3,2,5,7,14,90,47,67,33,2,4,4,9,11,118,60,116,60
6437,H,2.05,3.4,3.75,3,2,5,13,17,96,51,98,59,3,1,6,8,14,101,47,105,43
6438,H,1.4,4.33,9.0,7,2,1,14,3,112,49,87,43,5,3,2,19,13,104,51,90,41
