,result,odds-home,odds-draw,odds-away,home-wins,home-draws,home-losses,home-goals,home-opposition-goals,home-shots,home-shots_on_target,home-opposition_shots,home-opposition_shots_on_target,away-wins,away-draws,away-losses,away-goals,away-opposition-goals,away-shots,away-shots_on_target,away-opposition_shots,away-opposition_shots_on_target,home_shot_accuracy,home_shot_efficiency,home_opposition_shot_accuracy,home_opposition_shot_efficiency,away_shot_accuracy,away_shot_efficiency,away_opposition_shot_accuracy,away_opposition_shot_efficiency
5597,A,1.91,3.2,4.75,2,3,5,8,11,76,51,123,58,2,2,6,9,14,89,41,116,60,0.6710526315789473,0.1568627450980392,0.4715447154471545,0.1896551724137931,0.4606741573033708,0.21951219512195122,0.5172413793103449,0.23333333333333334
5598,H,1.1,11.0,21.0,9,1,0,31,3,130,66,61,30,3,1,6,16,20,142,70,86,37,0.5076923076923077,0.4696969696969697,0.4918032786885246,0.1,0.49295774647887325,0.22857142857142856,0.43023255813953487,0.5405405405405406
5599,A,1.5,4.33,6.5,4,2,4,11,13,127,58,84,44,3,3,4,10,16,95,49,126,81,0.4566929133858268,0.1896551724137931,0.5238095238095238,0.29545454545454547,0.5157894736842106,0.20408163265306123,0.6428571428571429,0.19753086419753085
5600,D,1.62,3.8,6.0,6,0,4,23,14,101,55,113,56,4,3,3,7,8,90,46,125,55,0.5445544554455446,0.41818181818181815,0.49557522123893805,0.25,0.5111111111111111,0.15217391304347827,0.44,0.14545454545454545
5601,D,2.1,3.6,3.4,1,4,5,10,15,80,41,155,80,3,4,3,15,15,78,39,105,46,0.5125,0.24390243902439024,0.5161290322580645,0.1875,0.5,0.38461538461538464,0.4380952380952381,0.32608695652173914
5602,H,3.3,3.6,2.15,4,1,5,16,18,100,52,132,65,5,3,2,13,11,114,56,89,50,0.52,0.3076923076923077,0.49242424242424243,0.27692307692307694,0.49122807017543857,0.23214285714285715,0.5617977528089888,0.22
5603,D,2.75,3.0,2.8,3,3,4,10,13,72,31,144,63,4,2,4,10,10,112,46,81,41,0.4305555555555556,0.3225806451612903,0.4375,0.20634920634920634,0.4107142857142857,0.21739130434782608,0.5061728395061729,0.24390243902439024
5604,A,2.2,3.3,3.4,0,5,5,7,16,84,40,123,63,3,0,7,8,12,87,47,112,66,0.47619047619047616,0.175,0.5121951219512195,0.25396825396825395,0.5402298850574713,0.1702127659574468,0.5892857142857143,0.18181818181818182
5605,D,1.67,3.75,5.5,6,1,3,15,14,118,53,88,43,5,2,3,13,13,106,47,110,55,0.4491525423728814,0.2830188679245283,0.48863636363636365,0.32558139534883723,0.44339622641509435,0.2765957446808511,0.5,0.23636363636363636
5606,A,2.0,3.6,3.5,2,2,6,12,22,113,57,140,70,1,5,4,10,17,110,65,129,66,0.504424778761062,0.21052631578947367,0.5,0.3142857142857143,0.5909090909090909,0.15384615384615385,0.5116279069767442,0.25757575757575757
5607,H,1.44,4.5,6.5,4,2,4,13,12,98,55,125,67,0,2,8,8,25,131,63,117,60,0.5612244897959183,0.23636363636363636,0.536,0.1791044776119403,0.48091603053435117,0.12698412698412698,0.5128205128205128,0.4166666666666667
5608,A,1.75,3.6,4.6,1,3,6,9,15,85,34,121,62,3,3,4,12,17,108,52,145,64,0.4,0.2647058823529412,0.512396694214876,0.24193548387096775,0.48148148148148145,0.23076923076923078,0.4413793103448276,0.265625
5609,D,2.15,3.4,3.3,5,1,4,14,14,133,59,126,61,8,0,2,20,8,138,66,114,58,0.44360902255639095,0.23728813559322035,0.48412698412698413,0.22950819672131148,0.4782608695652174,0.30303030303030304,0.5087719298245614,0.13793103448275862
5610,H,2.1,3.25,3.75,4,4,2,13,10,84,45,103,44,3,1,6,10,15,94,47,118,61,0.5357142857142857,0.28888888888888886,0.42718446601941745,0.22727272727272727,0.5,0.2127659574468085,0.5169491525423728,0.2459016393442623
5611,A,1.85,3.75,4.2,5,4,1,20,15,132,71,122,61,4,3,3,11,7,103,62,111,64,0.5378787878787878,0.28169014084507044,0.5,0.2459016393442623,0.6019417475728155,0.1774193548387097,0.5765765765765766,0.109375
5612,D,2.6,3.1,2.9,1,3,6,6,22,102,49,105,53,3,5,2,15,12,107,51,71,41,0.4803921568627451,0.12244897959183673,0.5047619047619047,0.41509433962264153,0.4766355140186916,0.29411764705882354,0.5774647887323944,0.2926829268292683
5613,A,1.95,3.5,4.0,2,3,5,5,8,107,52,121,60,3,3,4,10,16,86,45,139,75,0.48598130841121495,0.09615384615384616,0.49586776859504134,0.13333333333333333,0.5232558139534884,0.2222222222222222,0.539568345323741,0.21333333333333335
5614,H,1.95,3.5,4.0,3,1,6,13,19,124,56,81,45,1,4,5,10,18,113,61,101,47,0.45161290322580644,0.23214285714285715,0.5555555555555556,0.4222222222222222,0.5398230088495575,0.16393442622950818,0.46534653465346537,0.3829787234042553
5615,D,1.73,4.0,5.0,7,1,2,20,8,168,102,107,69,5,5,0,19,8,150,93,123,70,0.6071428571428571,0.19607843137254902,0.6448598130841121,0.11594202898550725,0.62,0.20430107526881722,0.5691056910569106,0.11428571428571428
5616,A,1.67,3.8,6.0,3,5,2,11,12,139,78,98,55,4,1,5,9,10,117,71,154,88,0.5611510791366906,0.14102564102564102,0.5612244897959183,0.21818181818181817,0.6068376068376068,0.1267605633802817,0.5714285714285714,0.11363636363636363
5617,H,2.3,3.1,3.4,3,4,3,12,15,106,49,99,51,4,4,2,14,14,108,55,132,63,0.46226415094339623,0.24489795918367346,0.5151515151515151,0.29411764705882354,0.5092592592592593,0.2545454545454545,0.4772727272727273,0.2222222222222222
5618,H,1.95,3.5,4.0,5,3,2,15,7,136,67,87,44,6,1,3,14,12,126,62,110,58,0.49264705882352944,0.22388059701492538,0.5057471264367817,0.1590909090909091,0.49206349206349204,0.22580645161290322,0.5272727272727272,0.20689655172413793
5619,A,1.67,4.0,5.0,4,3,3,18,11,123,71,84,41,5,2,3,22,12,84,43,85,33,0.5772357723577236,0.2535211267605634,0.4880952380952381,0.2682926829268293,0.5119047619047619,0.5116279069767442,0.38823529411764707,0.36363636363636365
5620,H,1.3,6.0,8.5,7,2,1,28,13,123,63,57,35,5,2,3,11,13,144,74,109,56,0.5121951219512195,0.4444444444444444,0.6140350877192983,0.37142857142857144,0.5138888888888888,0.14864864864864866,0.5137614678899083,0.23214285714285715
5621,A,2.2,3.4,3.3,1,3,6,11,21,135,77,119,62,3,1,6,11,15,106,51,93,54,0.5703703703703704,0.14285714285714285,0.5210084033613446,0.3387096774193548,0.4811320754716981,0.21568627450980393,0.5806451612903226,0.2777777777777778
5622,D,3.4,3.3,2.2,3,1,6,8,12,115,54,184,94,3,3,4,10,13,110,48,124,60,0.46956521739130436,0.14814814814814814,0.5108695652173914,0.1276595744680851,0.43636363636363634,0.20833333333333334,0.4838709677419355,0.21666666666666667
5623,H,1.22,6.5,13.0,6,4,0,20,6,167,77,94,38,2,3,5,9,14,123,61,93,51,0.46107784431137727,0.2597402597402597,0.40425531914893614,0.15789473684210525,0.4959349593495935,0.14754098360655737,0.5483870967741935,0.27450980392156865
5624,H,2.3,3.2,3.3,2,2,6,10,16,92,39,146,69,2,4,4,11,10,103,46,125,55,0.42391304347826086,0.2564102564102564,0.4726027397260274,0.2318840579710145,0.44660194174757284,0.2391304347826087,0.44,0.18181818181818182
5625,H,1.91,3.5,4.2,7,1,2,24,12,149,84,117,60,5,0,5,14,17,107,54,89,49,0.5637583892617449,0.2857142857142857,0.5128205128205128,0.2,0.5046728971962616,0.25925925925925924,0.550561797752809,0.3469387755102041
5626,A,3.75,3.4,2.05,3,4,3,14,13,102,48,170,87,7,0,3,18,8,128,63,71,35,0.47058823529411764,0.2916666666666667,0.5117647058823529,0.14942528735632185,0.4921875,0.2857142857142857,0.49295774647887325,0.22857142857142856
5627,H,1.73,3.6,5.25,4,4,2,11,9,87,49,123,58,1,3,6,8,18,91,46,109,47,0.5632183908045977,0.22448979591836735,0.4715447154471545,0.15517241379310345,0.5054945054945055,0.17391304347826086,0.43119266055045874,0.3829787234042553
5628,A,2.75,3.2,2.7,3,3,4,15,16,97,55,97,43,6,3,1,10,7,122,64,121,65,0.5670103092783505,0.2727272727272727,0.44329896907216493,0.37209302325581395,0.5245901639344263,0.15625,0.5371900826446281,0.1076923076923077
5629,H,1.3,5.75,8.0,7,2,1,27,11,167,96,103,57,4,4,2,17,14,106,47,90,48,0.5748502994011976,0.28125,0.5533980582524272,0.19298245614035087,0.44339622641509435,0.3617021276595745,0.5333333333333333,0.2916666666666667
5630,D,2.55,3.4,2.63,0,5,5,10,28,88,51,122,56,5,1,4,12,14,96,45,148,67,0.5795454545454546,0.19607843137254902,0.45901639344262296,0.5,0.46875,0.26666666666666666,0.4527027027027027,0.208955223880597
5631,D,2.3,3.4,3.0,7,1,2,19,9,126,59,93,52,8,1,1,27,5,127,66,90,50,0.46825396825396826,0.3220338983050847,0.5591397849462365,0.17307692307692307,0.5196850393700787,0.4090909090909091,0.5555555555555556,0.1
5632,A,1.5,4.33,6.0,6,1,3,25,9,141,73,96,59,3,3,4,15,16,143,79,106,44,0.5177304964539007,0.3424657534246575,0.6145833333333334,0.15254237288135594,0.5524475524475524,0.189873417721519,0.41509433962264153,0.36363636363636365
5633,H,1.3,5.5,10.0,8,0,2,22,12,156,86,92,45,6,2,2,14,10,80,33,102,54,0.5512820512820513,0.2558139534883721,0.4891304347826087,0.26666666666666666,0.4125,0.42424242424242425,0.5294117647058824,0.18518518518518517
5634,H,3.6,4.0,1.91,3,3,4,14,14,133,76,134,62,8,2,0,31,7,155,69,112,61,0.5714285714285714,0.18421052631578946,0.4626865671641791,0.22580645161290322,0.44516129032258067,0.4492753623188406,0.5446428571428571,0.11475409836065574
5635,H,1.2,6.5,17.0,6,2,2,15,6,106,61,92,49,4,2,4,14,14,81,42,135,63,0.5754716981132075,0.2459016393442623,0.532608695652174,0.12244897959183673,0.5185185185185185,0.3333333333333333,0.4666666666666667,0.2222222222222222
5636,H,1.44,4.5,7.5,4,2,4,16,13,99,43,110,58,4,1,5,11,21,89,51,103,49,0.43434343434343436,0.37209302325581395,0.5272727272727272,0.22413793103448276,0.5730337078651685,0.21568627450980393,0.47572815533980584,0.42857142857142855
5637,H,3.4,3.4,2.15,5,2,3,21,11,86,44,86,31,6,3,1,17,5,137,71,89,46,0.5116279069767442,0.4772727272727273,0.36046511627906974,0.3548387096774194,0.5182481751824818,0.23943661971830985,0.5168539325842697,0.10869565217391304
5638,H,8.5,5.0,1.36,3,3,4,8,9,109,48,83,40,7,2,1,27,15,121,65,60,35,0.44036697247706424,0.16666666666666666,0.4819277108433735,0.225,0.5371900826446281,0.4153846153846154,0.5833333333333334,0.42857142857142855
5639,H,1.4,5.0,9.0,3,1,6,14,18,142,76,100,53,2,3,5,12,19,111,54,116,57,0.5352112676056338,0.18421052631578946,0.53,0.33962264150943394,0.4864864864864865,0.2222222222222222,0.49137931034482757,0.3333333333333333
5640,H,1.57,4.2,6.5,3,4,3,15,14,119,64,134,75,0,1,9,9,20,112,58,112,68,0.5378151260504201,0.234375,0.5597014925373134,0.18666666666666668,0.5178571428571429,0.15517241379310345,0.6071428571428571,0.29411764705882354
5641,A,1.7,4.0,5.5,7,1,2,23,9,165,95,74,39,2,5,3,11,14,143,86,92,53,0.5757575757575758,0.24210526315789474,0.527027027027027,0.23076923076923078,0.6013986013986014,0.12790697674418605,0.5760869565217391,0.2641509433962264
5642,A,2.88,3.6,2.5,1,4,5,12,21,98,60,138,74,5,4,1,19,17,121,56,106,56,0.6122448979591837,0.2,0.5362318840579711,0.28378378378378377,0.4628099173553719,0.3392857142857143,0.5283018867924528,0.30357142857142855
5643,A,1.57,4.0,7.0,5,4,1,17,8,123,64,112,49,4,3,3,8,9,81,35,152,84,0.5203252032520326,0.265625,0.4375,0.16326530612244897,0.43209876543209874,0.22857142857142856,0.5526315789473685,0.10714285714285714
5644,D,1.91,3.6,4.5,2,3,5,8,14,107,56,118,62,2,2,6,12,23,97,50,96,43,0.5233644859813084,0.14285714285714285,0.5254237288135594,0.22580645161290322,0.5154639175257731,0.24,0.4479166666666667,0.5348837209302325
5645,A,4.33,3.4,2.0,4,2,4,9,10,114,62,120,65,5,3,2,15,8,91,53,91,50,0.543859649122807,0.14516129032258066,0.5416666666666666,0.15384615384615385,0.5824175824175825,0.2830188679245283,0.5494505494505495,0.16
5646,H,7.0,4.33,1.53,4,1,5,10,13,84,45,120,67,7,2,1,21,7,152,89,113,68,0.5357142857142857,0.2222222222222222,0.5583333333333333,0.19402985074626866,0.5855263157894737,0.23595505617977527,0.6017699115044248,0.10294117647058823
5647,H,2.1,3.4,3.6,4,4,2,13,12,102,49,103,56,0,5,5,9,23,107,50,92,43,0.4803921568627451,0.2653061224489796,0.5436893203883495,0.21428571428571427,0.4672897196261682,0.18,0.4673913043478261,0.5348837209302325
5648,A,7.5,4.5,1.44,5,3,2,21,16,97,49,105,57,8,2,0,27,6,135,70,70,41,0.5051546391752577,0.42857142857142855,0.5428571428571428,0.2807017543859649,0.5185185185185185,0.38571428571428573,0.5857142857142857,0.14634146341463414
5649,H,1.7,3.6,5.5,4,3,3,14,16,109,56,129,61,4,0,6,10,14,94,38,126,62,0.5137614678899083,0.25,0.4728682170542636,0.26229508196721313,0.40425531914893614,0.2631578947368421,0.49206349206349204,0.22580645161290322
5650,H,2.1,3.25,3.75,3,3,4,11,12,84,44,116,61,2,3,5,9,12,86,52,118,52,0.5238095238095238,0.25,0.5258620689655172,0.19672131147540983,0.6046511627906976,0.17307692307692307,0.4406779661016949,0.23076923076923078
5651,D,3.6,3.2,2.15,0,2,8,3,16,105,58,162,79,2,5,3,7,7,121,65,83,44,0.5523809523809524,0.05172413793103448,0.4876543209876543,0.20253164556962025,0.5371900826446281,0.1076923076923077,0.5301204819277109,0.1590909090909091
5652,A,13.0,6.5,1.22,5,1,4,12,15,128,70,111,59,9,1,0,30,3,140,74,61,30,0.546875,0.17142857142857143,0.5315315315315315,0.2542372881355932,0.5285714285714286,0.40540540540540543,0.4918032786885246,0.1
5653,H,1.5,4.2,7.0,6,1,3,22,12,98,57,115,56,3,1,6,10,19,74,46,135,78,0.5816326530612245,0.38596491228070173,0.48695652173913045,0.21428571428571427,0.6216216216216216,0.21739130434782608,0.5777777777777777,0.24358974358974358
5654,H,1.57,4.0,5.75,4,3,3,11,12,115,55,85,47,4,0,6,12,15,110,55,101,60,0.4782608695652174,0.2,0.5529411764705883,0.2553191489361702,0.5,0.21818181818181817,0.594059405940594,0.25
5655,A,1.95,3.8,3.6,3,1,6,14,21,138,69,104,50,1,3,6,12,22,133,79,120,65,0.5,0.2028985507246377,0.4807692307692308,0.42,0.5939849624060151,0.1518987341772152,0.5416666666666666,0.3384615384615385
5656,A,3.8,3.6,1.95,3,4,3,14,14,84,48,102,45,3,2,5,11,15,127,62,90,48,0.5714285714285714,0.2916666666666667,0.4411764705882353,0.3111111111111111,0.4881889763779528,0.1774193548387097,0.5333333333333333,0.3125
5657,D,2.15,3.5,3.3,4,2,4,11,16,102,53,122,81,4,1,5,16,17,95,52,125,59,0.5196078431372549,0.20754716981132076,0.6639344262295082,0.19753086419753085,0.5473684210526316,0.3076923076923077,0.472,0.288135593220339
5658,D,5.0,3.6,1.75,4,0,6,9,10,88,45,105,60,7,1,2,24,11,143,78,114,58,0.5113636363636364,0.2,0.5714285714285714,0.16666666666666666,0.5454545454545454,0.3076923076923077,0.5087719298245614,0.1896551724137931
5659,H,1.62,3.6,6.5,3,3,4,10,9,166,80,86,37,5,2,3,13,13,123,56,90,42,0.4819277108433735,0.125,0.43023255813953487,0.24324324324324326,0.45528455284552843,0.23214285714285715,0.4666666666666667,0.30952380952380953
5660,H,1.91,3.75,3.6,4,2,4,15,14,141,83,106,43,2,4,4,13,17,111,67,126,59,0.5886524822695035,0.18072289156626506,0.4056603773584906,0.32558139534883723,0.6036036036036037,0.19402985074626866,0.46825396825396826,0.288135593220339
5661,A,2.6,3.4,2.6,2,5,3,8,14,84,42,115,53,4,2,4,12,15,144,66,117,58,0.5,0.19047619047619047,0.4608695652173913,0.2641509433962264,0.4583333333333333,0.18181818181818182,0.49572649572649574,0.25862068965517243
5662,H,1.17,6.5,17.0,7,2,1,25,6,123,60,88,51,0,5,5,10,28,82,45,121,57,0.4878048780487805,0.4166666666666667,0.5795454545454546,0.11764705882352941,0.5487804878048781,0.2222222222222222,0.47107438016528924,0.49122807017543857
5663,D,6.5,4.5,1.44,1,3,6,11,15,86,31,119,60,7,2,1,28,12,163,91,107,58,0.36046511627906974,0.3548387096774194,0.5042016806722689,0.25,0.558282208588957,0.3076923076923077,0.5420560747663551,0.20689655172413793
5664,A,3.4,3.5,2.05,0,2,8,8,24,130,63,111,59,5,2,3,14,14,94,43,144,64,0.4846153846153846,0.12698412698412698,0.5315315315315315,0.4067796610169492,0.4574468085106383,0.32558139534883723,0.4444444444444444,0.21875
5665,A,2.5,3.75,2.8,7,2,1,26,7,169,77,113,63,8,0,2,24,12,163,87,89,44,0.4556213017751479,0.33766233766233766,0.5575221238938053,0.1111111111111111,0.5337423312883436,0.27586206896551724,0.4943820224719101,0.2727272727272727
5666,H,2.63,3.3,2.7,2,2,6,12,14,110,56,95,51,4,2,4,17,16,135,78,137,67,0.509090909090909,0.21428571428571427,0.5368421052631579,0.27450980392156865,0.5777777777777777,0.21794871794871795,0.48905109489051096,0.23880597014925373
5667,D,1.44,4.2,7.5,5,2,3,16,8,98,60,117,67,2,3,5,9,15,91,46,115,65,0.6122448979591837,0.26666666666666666,0.5726495726495726,0.11940298507462686,0.5054945054945055,0.1956521739130435,0.5652173913043478,0.23076923076923078
5668,H,3.3,3.4,2.2,3,5,2,16,13,100,50,74,42,5,3,2,20,19,138,77,104,53,0.5,0.32,0.5675675675675675,0.30952380952380953,0.5579710144927537,0.2597402597402597,0.5096153846153846,0.3584905660377358
5669,H,2.4,3.2,3.1,3,1,6,11,23,89,52,95,45,2,2,6,5,9,96,49,117,60,0.5842696629213483,0.21153846153846154,0.47368421052631576,0.5111111111111111,0.5104166666666666,0.10204081632653061,0.5128205128205128,0.15
5670,H,1.57,4.2,6.5,5,5,0,18,7,150,87,117,65,5,3,2,20,14,113,59,124,69,0.58,0.20689655172413793,0.5555555555555556,0.1076923076923077,0.5221238938053098,0.3389830508474576,0.5564516129032258,0.2028985507246377
5671,A,2.1,3.2,3.8,2,1,7,8,17,72,39,109,60,3,2,5,11,13,91,41,110,53,0.5416666666666666,0.20512820512820512,0.5504587155963303,0.2833333333333333,0.45054945054945056,0.2682926829268293,0.4818181818181818,0.24528301886792453
5672,D,1.8,3.4,5.0,6,0,4,11,12,123,66,82,46,4,3,3,8,9,98,47,113,57,0.5365853658536586,0.16666666666666666,0.5609756097560976,0.2608695652173913,0.47959183673469385,0.1702127659574468,0.504424778761062,0.15789473684210525
5673,D,2.3,3.2,3.3,3,5,2,13,11,99,37,107,49,4,3,3,15,16,99,43,95,50,0.37373737373737376,0.35135135135135137,0.45794392523364486,0.22448979591836735,0.43434343434343436,0.3488372093023256,0.5263157894736842,0.32
5674,A,2.45,3.25,3.0,6,0,4,13,14,123,62,109,58,3,3,4,12,12,124,69,84,42,0.5040650406504065,0.20967741935483872,0.5321100917431193,0.2413793103448276,0.5564516129032258,0.17391304347826086,0.5,0.2857142857142857
5675,H,2.05,3.25,4.0,3,4,3,6,8,93,45,123,57,3,3,4,10,13,75,30,129,60,0.4838709677419355,0.13333333333333333,0.4634146341463415,0.14035087719298245,0.4,0.3333333333333333,0.46511627906976744,0.21666666666666667
5676,A,2.6,3.2,2.88,4,3,3,11,13,107,47,107,55,2,3,5,12,16,104,57,94,40,0.4392523364485981,0.23404255319148937,0.514018691588785,0.23636363636363636,0.5480769230769231,0.21052631578947367,0.425531914893617,0.4
5677,A,2.8,3.0,2.75,1,3,6,7,17,90,45,106,46,1,4,5,7,11,109,49,126,52,0.5,0.15555555555555556,0.4339622641509434,0.3695652173913043,0.44954128440366975,0.14285714285714285,0.4126984126984127,0.21153846153846154
5678,D,1.5,4.2,7.0,7,0,3,18,8,130,63,65,34,4,2,4,11,12,132,65,103,46,0.4846153846153846,0.2857142857142857,0.5230769230769231,0.23529411764705882,0.49242424242424243,0.16923076923076924,0.44660194174757284,0.2608695652173913
5679,H,2.05,3.3,3.8,2,4,4,10,15,97,44,131,66,4,4,2,11,9,84,47,123,55,0.4536082474226804,0.22727272727272727,0.5038167938931297,0.22727272727272727,0.5595238095238095,0.23404255319148937,0.44715447154471544,0.16363636363636364
5680,A,8.0,4.75,1.4,0,5,5,7,16,88,45,111,59,7,3,0,19,4,158,76,93,40,0.5113636363636364,0.15555555555555556,0.5315315315315315,0.2711864406779661,0.4810126582278481,0.25,0.43010752688172044,0.1
5681,H,1.2,6.5,17.0,6,3,1,9,6,118,62,129,70,3,2,5,9,12,120,58,169,83,0.5254237288135594,0.14516129032258066,0.5426356589147286,0.08571428571428572,0.48333333333333334,0.15517241379310345,0.4911242603550296,0.14457831325301204
5682,D,1.45,4.33,7.5,5,0,5,14,15,101,49,92,49,2,2,6,10,16,102,40,133,66,0.48514851485148514,0.2857142857142857,0.532608695652174,0.30612244897959184,0.39215686274509803,0.25,0.49624060150375937,0.24242424242424243
5683,H,2.15,3.3,3.6,2,3,5,9,14,103,55,106,59,3,3,4,12,13,99,49,162,84,0.5339805825242718,0.16363636363636364,0.5566037735849056,0.23728813559322035,0.494949494949495,0.24489795918367346,0.5185185185185185,0.15476190476190477
5684,D,1.57,4.2,5.25,7,1,2,18,9,128,60,131,67,4,2,4,13,17,110,54,144,64,0.46875,0.3,0.5114503816793893,0.13432835820895522,0.4909090909090909,0.24074074074074073,0.4444444444444444,0.265625
5685,H,1.36,4.75,8.0,6,2,2,18,10,127,63,94,50,2,1,7,12,25,120,57,132,64,0.49606299212598426,0.2857142857142857,0.5319148936170213,0.2,0.475,0.21052631578947367,0.48484848484848486,0.390625
5686,H,2.3,3.4,3.0,5,2,3,15,9,98,56,123,64,4,3,3,17,16,104,46,91,48,0.5714285714285714,0.26785714285714285,0.5203252032520326,0.140625,0.4423076923076923,0.3695652173913043,0.5274725274725275,0.3333333333333333
5687,D,3.6,3.5,2.0,1,5,4,10,18,104,52,100,61,5,1,4,22,11,129,69,102,63,0.5,0.19230769230769232,0.61,0.29508196721311475,0.5348837209302325,0.3188405797101449,0.6176470588235294,0.1746031746031746
5688,D,1.53,4.0,7.0,6,2,2,14,9,73,30,104,54,4,4,2,13,10,86,50,102,41,0.410958904109589,0.4666666666666667,0.5192307692307693,0.16666666666666666,0.5813953488372093,0.26,0.4019607843137255,0.24390243902439024
5689,A,2.2,3.2,3.5,3,2,5,11,15,82,43,130,60,1,4,5,6,21,106,55,100,52,0.524390243902439,0.2558139534883721,0.46153846153846156,0.25,0.5188679245283019,0.10909090909090909,0.52,0.40384615384615385
5690,A,5.5,3.8,1.67,4,2,4,10,15,73,40,142,78,6,2,2,15,6,108,62,93,52,0.547945205479452,0.25,0.5492957746478874,0.19230769230769232,0.5740740740740741,0.24193548387096775,0.5591397849462365,0.11538461538461539
5691,H,3.75,3.3,2.1,1,4,5,10,17,107,56,96,46,5,2,3,18,13,96,41,104,55,0.5233644859813084,0.17857142857142858,0.4791666666666667,0.3695652173913043,0.4270833333333333,0.43902439024390244,0.5288461538461539,0.23636363636363636
5692,A,1.57,4.0,7.0,5,1,4,10,9,114,68,157,86,1,3,6,10,19,93,53,149,85,0.5964912280701754,0.14705882352941177,0.5477707006369427,0.10465116279069768,0.5698924731182796,0.18867924528301888,0.5704697986577181,0.2235294117647059
5693,D,2.4,3.3,3.0,3,1,6,11,17,91,44,128,69,4,1,5,13,16,120,56,81,42,0.4835164835164835,0.25,0.5390625,0.2463768115942029,0.4666666666666667,0.23214285714285715,0.5185185185185185,0.38095238095238093
5694,A,1.57,3.8,6.5,5,3,2,13,8,143,73,84,44,4,2,4,14,13,80,39,117,59,0.5104895104895105,0.1780821917808219,0.5238095238095238,0.18181818181818182,0.4875,0.358974358974359,0.5042735042735043,0.22033898305084745
5695,D,2.9,3.1,2.6,3,2,5,11,16,76,30,128,57,3,3,4,9,15,111,55,113,74,0.39473684210526316,0.36666666666666664,0.4453125,0.2807017543859649,0.4954954954954955,0.16363636363636364,0.6548672566371682,0.20270270270270271
5696,A,1.8,3.6,4.33,0,5,5,11,31,79,42,122,58,0,2,8,9,25,140,69,110,57,0.5316455696202531,0.2619047619047619,0.47540983606557374,0.5344827586206896,0.4928571428571429,0.13043478260869565,0.5181818181818182,0.43859649122807015
5697,A,2.05,3.4,3.75,2,3,5,9,21,111,56,99,48,4,2,4,10,11,74,41,136,71,0.5045045045045045,0.16071428571428573,0.48484848484848486,0.4375,0.5540540540540541,0.24390243902439024,0.5220588235294118,0.15492957746478872
5698,A,2.75,3.3,2.8,0,1,9,9,23,118,64,117,74,4,1,5,10,12,111,63,117,64,0.5423728813559322,0.140625,0.6324786324786325,0.3108108108108108,0.5675675675675675,0.15873015873015872,0.5470085470085471,0.1875
5699,D,2.9,3.6,2.5,2,3,5,14,24,99,51,88,46,4,4,2,19,12,121,69,130,73,0.5151515151515151,0.27450980392156865,0.5227272727272727,0.5217391304347826,0.5702479338842975,0.2753623188405797,0.5615384615384615,0.1643835616438356
5700,H,1.7,3.9,5.5,4,1,5,8,9,120,69,155,85,1,3,6,10,22,101,62,139,78,0.575,0.11594202898550725,0.5483870967741935,0.10588235294117647,0.6138613861386139,0.16129032258064516,0.5611510791366906,0.28205128205128205
5701,D,3.1,3.5,2.4,6,3,1,21,16,125,60,98,54,6,2,2,17,9,83,43,94,54,0.48,0.35,0.5510204081632653,0.2962962962962963,0.5180722891566265,0.3953488372093023,0.574468085106383,0.16666666666666666
5702,H,1.6,4.33,6.0,6,1,3,21,13,159,91,75,41,5,3,2,17,9,123,61,114,47,0.5723270440251572,0.23076923076923078,0.5466666666666666,0.3170731707317073,0.4959349593495935,0.2786885245901639,0.41228070175438597,0.19148936170212766
5703,H,3.2,3.3,2.45,2,2,6,10,18,93,52,151,83,5,2,3,8,8,88,37,147,78,0.5591397849462365,0.19230769230769232,0.5496688741721855,0.21686746987951808,0.42045454545454547,0.21621621621621623,0.5306122448979592,0.10256410256410256
5704,H,2.9,2.9,2.8,4,3,3,7,8,105,51,115,56,1,6,3,7,8,123,65,81,42,0.4857142857142857,0.13725490196078433,0.48695652173913045,0.14285714285714285,0.5284552845528455,0.1076923076923077,0.5185185185185185,0.19047619047619047
5705,D,2.8,3.2,2.6,4,2,4,13,12,93,42,111,54,5,3,2,21,14,102,54,98,52,0.45161290322580644,0.30952380952380953,0.4864864864864865,0.2222222222222222,0.5294117647058824,0.3888888888888889,0.5306122448979592,0.2692307692307692
5706,D,1.91,3.2,4.75,4,0,6,10,13,95,36,123,61,2,1,7,8,17,77,43,97,56,0.37894736842105264,0.2777777777777778,0.4959349593495935,0.21311475409836064,0.5584415584415584,0.18604651162790697,0.5773195876288659,0.30357142857142855
5707,H,1.08,10.0,34.0,8,2,0,26,7,121,63,81,48,0,2,8,4,17,104,56,166,80,0.5206611570247934,0.4126984126984127,0.5925925925925926,0.14583333333333334,0.5384615384615384,0.07142857142857142,0.4819277108433735,0.2125
5708,D,3.0,3.0,2.6,1,3,6,6,14,87,49,116,49,2,6,2,12,12,97,37,106,49,0.5632183908045977,0.12244897959183673,0.4224137931034483,0.2857142857142857,0.38144329896907214,0.32432432432432434,0.46226415094339623,0.24489795918367346
5709,H,2.38,3.4,3.0,0,5,5,8,22,110,50,87,44,6,1,3,23,10,88,47,95,34,0.45454545454545453,0.16,0.5057471264367817,0.5,0.5340909090909091,0.48936170212765956,0.35789473684210527,0.29411764705882354
