,result,odds-home,odds-draw,odds-away,home-wins,home-draws,home-losses,home-goals,home-opposition-goals,home-shots,home-shots_on_target,home-opposition_shots,home-opposition_shots_on_target,away-wins,away-draws,away-losses,away-goals,away-opposition-goals,away-shots,away-shots_on_target,away-opposition_shots,away-opposition_shots_on_target,home_shot_accuracy,home_shot_efficiency,home_opposition_shot_accuracy,home_opposition_shot_efficiency,away_shot_accuracy,away_shot_efficiency,away_opposition_shot_accuracy,away_opposition_shot_efficiency
3882,A,1.8,3.8,4.0,4,5,1,14,10,124,57,112,42,3,3,4,7,8,75,40,124,69,0.4596774193548387,0.24561403508771928,0.375,0.23809523809523808,0.5333333333333333,0.175,0.5564516129032258,0.11594202898550725
3883,H,2.63,3.3,2.63,1,4,5,14,21,96,51,125,61,2,3,5,14,23,105,49,120,58,0.53125,0.27450980392156865,0.488,0.3442622950819672,0.4666666666666667,0.2857142857142857,0.48333333333333334,0.39655172413793105
3884,A,13.0,7.0,1.18,3,3,4,17,19,105,64,106,61,7,3,0,21,4,159,89,63,29,0.6095238095238096,0.265625,0.5754716981132075,0.3114754098360656,0.559748427672956,0.23595505617977527,0.4603174603174603,0.13793103448275862
3885,H,2.63,3.5,2.5,1,5,4,9,14,88,54,118,60,4,2,4,14,13,75,44,154,81,0.6136363636363636,0.16666666666666666,0.5084745762711864,0.23333333333333334,0.5866666666666667,0.3181818181818182,0.525974025974026,0.16049382716049382
3886,D,2.6,3.2,2.7,5,4,1,12,6,92,47,98,45,3,4,3,18,18,100,46,124,60,0.5108695652173914,0.2553191489361702,0.45918367346938777,0.13333333333333333,0.46,0.391304347826087,0.4838709677419355,0.3
3887,D,2.1,3.4,3.4,2,5,3,10,15,101,47,126,62,2,3,5,4,11,114,50,145,69,0.46534653465346537,0.2127659574468085,0.49206349206349204,0.24193548387096775,0.43859649122807015,0.08,0.47586206896551725,0.15942028985507245
3888,A,17.0,7.5,1.14,2,3,5,8,12,113,52,109,53,7,1,2,24,7,157,82,86,41,0.46017699115044247,0.15384615384615385,0.48623853211009177,0.22641509433962265,0.5222929936305732,0.2926829268292683,0.47674418604651164,0.17073170731707318
3889,D,1.57,3.8,6.0,5,4,1,17,11,102,57,112,50,2,3,5,6,17,69,26,114,57,0.5588235294117647,0.2982456140350877,0.44642857142857145,0.22,0.37681159420289856,0.23076923076923078,0.5,0.2982456140350877
3890,H,1.05,15.0,26.0,8,0,2,37,10,145,81,107,51,3,2,5,13,19,101,48,107,51,0.5586206896551724,0.4567901234567901,0.4766355140186916,0.19607843137254902,0.4752475247524752,0.2708333333333333,0.4766355140186916,0.37254901960784315
3891,H,1.57,3.75,6.0,5,3,2,12,8,111,50,79,35,3,4,3,12,13,78,36,125,66,0.45045045045045046,0.24,0.4430379746835443,0.22857142857142856,0.46153846153846156,0.3333333333333333,0.528,0.19696969696969696
3892,D,4.0,3.5,2.05,2,4,4,10,19,100,48,101,49,3,4,3,19,17,109,66,110,58,0.48,0.20833333333333334,0.48514851485148514,0.3877551020408163,0.6055045871559633,0.2878787878787879,0.5272727272727272,0.29310344827586204
3893,H,3.75,3.5,2.1,4,3,3,13,10,81,38,131,63,4,5,1,18,11,155,89,62,41,0.4691358024691358,0.34210526315789475,0.48091603053435117,0.15873015873015872,0.5741935483870968,0.20224719101123595,0.6612903225806451,0.2682926829268293
3894,A,1.7,4.0,5.5,4,2,4,13,14,113,69,109,58,4,3,3,12,12,107,49,125,61,0.6106194690265486,0.18840579710144928,0.5321100917431193,0.2413793103448276,0.45794392523364486,0.24489795918367346,0.488,0.19672131147540983
3895,A,2.3,3.5,3.3,3,3,4,12,13,115,62,120,66,3,4,3,11,15,120,54,89,47,0.5391304347826087,0.1935483870967742,0.55,0.19696969696969696,0.45,0.2037037037037037,0.5280898876404494,0.3191489361702128
3896,H,1.5,4.0,7.0,6,2,2,21,8,113,65,104,46,3,0,7,8,19,88,45,118,55,0.5752212389380531,0.3230769230769231,0.4423076923076923,0.17391304347826086,0.5113636363636364,0.17777777777777778,0.4661016949152542,0.34545454545454546
3897,H,3.75,3.1,2.1,4,2,4,9,16,65,28,106,49,3,3,4,8,10,113,57,73,29,0.4307692307692308,0.32142857142857145,0.46226415094339623,0.32653061224489793,0.504424778761062,0.14035087719298245,0.3972602739726027,0.3448275862068966
3898,D,2.25,3.2,3.2,4,3,3,7,10,117,55,72,40,5,3,2,12,7,108,53,75,41,0.4700854700854701,0.12727272727272726,0.5555555555555556,0.25,0.49074074074074076,0.22641509433962265,0.5466666666666666,0.17073170731707318
3899,H,1.62,3.75,5.5,5,5,0,19,6,105,58,99,55,9,0,1,24,5,134,69,91,47,0.5523809523809524,0.3275862068965517,0.5555555555555556,0.10909090909090909,0.5149253731343284,0.34782608695652173,0.5164835164835165,0.10638297872340426
3900,H,1.57,4.2,5.25,6,2,2,20,9,138,70,98,60,1,4,5,4,13,115,47,112,55,0.5072463768115942,0.2857142857142857,0.6122448979591837,0.15,0.40869565217391307,0.0851063829787234,0.49107142857142855,0.23636363636363636
3901,D,2.2,3.4,3.2,2,3,5,16,16,115,61,101,60,5,3,2,14,10,80,36,129,51,0.5304347826086957,0.26229508196721313,0.594059405940594,0.26666666666666666,0.45,0.3888888888888889,0.3953488372093023,0.19607843137254902
3902,H,1.85,3.4,4.33,1,3,6,6,13,96,42,132,68,1,4,5,7,16,57,24,138,57,0.4375,0.14285714285714285,0.5151515151515151,0.19117647058823528,0.42105263157894735,0.2916666666666667,0.41304347826086957,0.2807017543859649
3903,A,2.5,3.3,2.75,3,4,3,10,9,161,89,114,52,5,3,2,19,12,157,89,80,39,0.5527950310559007,0.11235955056179775,0.45614035087719296,0.17307692307692307,0.5668789808917197,0.21348314606741572,0.4875,0.3076923076923077
3904,D,1.45,4.5,6.5,4,3,3,15,12,143,57,111,46,3,4,3,11,16,115,57,135,62,0.3986013986013986,0.2631578947368421,0.4144144144144144,0.2608695652173913,0.4956521739130435,0.19298245614035087,0.45925925925925926,0.25806451612903225
3905,H,1.2,6.0,15.0,8,1,1,20,4,175,76,65,30,2,0,8,14,21,89,49,102,42,0.4342857142857143,0.2631578947368421,0.46153846153846156,0.13333333333333333,0.550561797752809,0.2857142857142857,0.4117647058823529,0.5
3906,D,2.15,3.3,3.4,3,3,4,11,17,117,51,115,63,5,1,4,13,13,95,32,141,75,0.4358974358974359,0.21568627450980393,0.5478260869565217,0.2698412698412698,0.3368421052631579,0.40625,0.5319148936170213,0.17333333333333334
3907,H,1.44,4.33,7.0,7,1,2,16,6,111,51,98,49,3,3,4,7,9,137,66,118,62,0.4594594594594595,0.3137254901960784,0.5,0.12244897959183673,0.48175182481751827,0.10606060606060606,0.5254237288135594,0.14516129032258066
3908,H,4.33,3.6,1.8,1,3,6,10,15,117,58,105,58,7,2,1,19,9,129,70,79,37,0.49572649572649574,0.1724137931034483,0.5523809523809524,0.25862068965517243,0.5426356589147286,0.2714285714285714,0.46835443037974683,0.24324324324324326
3909,D,3.1,3.2,2.3,2,4,4,10,12,85,48,100,51,4,2,4,14,12,129,60,98,53,0.5647058823529412,0.20833333333333334,0.51,0.23529411764705882,0.46511627906976744,0.23333333333333334,0.5408163265306123,0.22641509433962265
3910,D,1.62,4.0,5.25,7,2,1,23,9,80,38,110,67,3,2,5,7,12,87,49,87,41,0.475,0.6052631578947368,0.6090909090909091,0.13432835820895522,0.5632183908045977,0.14285714285714285,0.47126436781609193,0.2926829268292683
3911,D,1.25,5.5,12.0,7,1,2,17,10,94,61,77,38,2,2,6,6,24,84,34,106,50,0.648936170212766,0.2786885245901639,0.4935064935064935,0.2631578947368421,0.40476190476190477,0.17647058823529413,0.4716981132075472,0.48
3912,A,7.5,4.2,1.44,5,1,4,12,11,105,54,95,37,6,4,0,21,6,115,66,110,58,0.5142857142857142,0.2222222222222222,0.3894736842105263,0.2972972972972973,0.5739130434782609,0.3181818181818182,0.5272727272727272,0.10344827586206896
3913,H,1.8,3.5,4.5,3,3,4,7,11,82,45,88,39,2,4,4,10,12,85,49,90,47,0.5487804878048781,0.15555555555555556,0.4431818181818182,0.28205128205128205,0.5764705882352941,0.20408163265306123,0.5222222222222223,0.2553191489361702
3914,A,2.15,3.6,3.5,3,5,2,17,12,154,88,67,43,4,4,2,16,12,123,57,80,36,0.5714285714285714,0.19318181818181818,0.6417910447761194,0.27906976744186046,0.4634146341463415,0.2807017543859649,0.45,0.3333333333333333
3915,H,1.25,6.5,15.0,8,2,0,25,10,130,72,101,50,3,3,4,11,13,106,55,110,60,0.5538461538461539,0.3472222222222222,0.49504950495049505,0.2,0.5188679245283019,0.2,0.5454545454545454,0.21666666666666667
3916,H,1.85,3.8,4.5,3,4,3,18,16,114,67,111,61,5,3,2,19,13,107,59,119,63,0.5877192982456141,0.26865671641791045,0.5495495495495496,0.26229508196721313,0.5514018691588785,0.3220338983050847,0.5294117647058824,0.20634920634920634
3917,D,2.1,3.5,3.8,1,3,6,10,18,85,44,137,77,2,5,3,10,17,92,46,114,55,0.5176470588235295,0.22727272727272727,0.5620437956204379,0.23376623376623376,0.5,0.21739130434782608,0.4824561403508772,0.3090909090909091
3918,H,1.4,5.25,8.5,5,3,2,20,12,162,88,101,51,4,3,3,13,10,85,40,129,61,0.5432098765432098,0.22727272727272727,0.504950495049505,0.23529411764705882,0.47058823529411764,0.325,0.4728682170542636,0.16393442622950818
3919,H,1.83,3.75,4.75,4,4,2,13,13,111,50,87,44,2,2,6,10,20,114,62,134,73,0.45045045045045046,0.26,0.5057471264367817,0.29545454545454547,0.543859649122807,0.16129032258064516,0.5447761194029851,0.273972602739726
3920,A,1.7,3.8,5.75,4,3,3,12,12,104,47,120,56,1,4,5,5,16,105,55,132,70,0.4519230769230769,0.2553191489361702,0.4666666666666667,0.21428571428571427,0.5238095238095238,0.09090909090909091,0.5303030303030303,0.22857142857142856
3921,D,3.6,3.3,2.05,3,2,5,7,11,68,31,138,62,7,2,1,24,8,109,64,107,48,0.45588235294117646,0.22580645161290322,0.4492753623188406,0.1774193548387097,0.5871559633027523,0.375,0.4485981308411215,0.16666666666666666
3922,A,2.5,3.1,2.9,3,0,7,9,21,92,46,111,54,4,3,3,9,10,94,51,101,55,0.5,0.1956521739130435,0.4864864864864865,0.3888888888888889,0.5425531914893617,0.17647058823529413,0.5445544554455446,0.18181818181818182
3923,H,1.8,3.3,4.75,2,0,8,8,14,107,56,89,46,3,1,6,11,14,79,43,122,48,0.5233644859813084,0.14285714285714285,0.5168539325842697,0.30434782608695654,0.5443037974683544,0.2558139534883721,0.39344262295081966,0.2916666666666667
3924,D,1.62,3.6,6.0,4,4,2,12,8,109,55,75,40,1,3,6,10,16,98,42,111,51,0.5045871559633027,0.21818181818181817,0.5333333333333333,0.2,0.42857142857142855,0.23809523809523808,0.4594594594594595,0.3137254901960784
3925,D,1.91,3.4,4.0,4,1,5,13,14,88,42,100,48,5,2,3,11,14,69,34,102,46,0.4772727272727273,0.30952380952380953,0.48,0.2916666666666667,0.4927536231884058,0.3235294117647059,0.45098039215686275,0.30434782608695654
3926,H,1.14,8.0,15.0,7,3,0,21,3,162,92,61,29,3,5,2,15,14,126,58,106,41,0.5679012345679012,0.22826086956521738,0.47540983606557374,0.10344827586206896,0.4603174603174603,0.25862068965517243,0.3867924528301887,0.34146341463414637
3927,H,3.0,3.4,2.3,4,2,4,13,13,74,41,165,86,7,2,1,21,7,142,73,90,53,0.5540540540540541,0.3170731707317073,0.5212121212121212,0.1511627906976744,0.5140845070422535,0.2876712328767123,0.5888888888888889,0.1320754716981132
3928,A,1.36,5.0,7.5,5,5,0,15,5,122,66,117,68,2,3,5,16,23,100,62,111,63,0.5409836065573771,0.22727272727272727,0.5811965811965812,0.07352941176470588,0.62,0.25806451612903225,0.5675675675675675,0.36507936507936506
3929,D,2.15,3.3,3.4,3,5,2,11,10,89,50,141,78,2,5,3,11,13,92,53,117,59,0.5617977528089888,0.22,0.5531914893617021,0.1282051282051282,0.5760869565217391,0.20754716981132076,0.5042735042735043,0.22033898305084745
3930,A,3.8,3.6,1.91,5,1,4,7,10,97,53,116,51,4,5,1,17,14,159,75,68,40,0.5463917525773195,0.1320754716981132,0.4396551724137931,0.19607843137254902,0.4716981132075472,0.22666666666666666,0.5882352941176471,0.35
3931,A,2.1,3.3,3.5,4,2,4,11,11,70,37,116,65,3,1,6,13,19,82,45,98,46,0.5285714285714286,0.2972972972972973,0.5603448275862069,0.16923076923076924,0.5487804878048781,0.28888888888888886,0.46938775510204084,0.41304347826086957
3932,D,7.0,4.75,1.4,4,2,4,14,14,110,43,119,54,2,1,7,11,17,146,74,80,40,0.39090909090909093,0.32558139534883723,0.453781512605042,0.25925925925925924,0.5068493150684932,0.14864864864864866,0.5,0.425
3933,A,4.5,3.4,1.83,2,3,5,4,11,112,47,153,76,7,1,2,17,6,107,53,99,50,0.41964285714285715,0.0851063829787234,0.49673202614379086,0.14473684210526316,0.4953271028037383,0.32075471698113206,0.5050505050505051,0.12
3934,A,3.75,3.4,2.0,6,1,3,20,11,121,64,94,44,8,1,1,23,4,171,71,58,29,0.5289256198347108,0.3125,0.46808510638297873,0.25,0.4152046783625731,0.323943661971831,0.5,0.13793103448275862
3935,H,1.44,4.2,7.5,7,1,2,20,11,122,65,78,37,5,3,2,13,9,114,51,77,35,0.5327868852459017,0.3076923076923077,0.47435897435897434,0.2972972972972973,0.4473684210526316,0.2549019607843137,0.45454545454545453,0.2571428571428571
3936,D,3.4,3.25,2.15,2,3,5,11,19,68,37,117,56,2,3,5,12,15,110,53,98,53,0.5441176470588235,0.2972972972972973,0.47863247863247865,0.3392857142857143,0.4818181818181818,0.22641509433962265,0.5408163265306123,0.2830188679245283
3937,H,1.2,7.0,11.0,7,1,2,22,5,156,77,82,38,7,1,2,17,10,95,61,79,42,0.4935897435897436,0.2857142857142857,0.4634146341463415,0.13157894736842105,0.6421052631578947,0.2786885245901639,0.5316455696202531,0.23809523809523808
3938,A,15.0,6.5,1.18,2,4,4,12,15,74,35,121,62,8,0,2,40,11,143,79,113,57,0.47297297297297297,0.34285714285714286,0.512396694214876,0.24193548387096775,0.5524475524475524,0.5063291139240507,0.504424778761062,0.19298245614035087
3939,H,4.33,3.7,1.91,2,3,5,13,18,93,51,120,61,3,2,5,12,14,140,81,89,51,0.5483870967741935,0.2549019607843137,0.5083333333333333,0.29508196721311475,0.5785714285714286,0.14814814814814814,0.5730337078651685,0.27450980392156865
3940,A,3.6,3.4,2.2,1,5,4,12,15,78,37,145,81,3,2,5,13,16,120,71,107,57,0.47435897435897434,0.32432432432432434,0.5586206896551724,0.18518518518518517,0.5916666666666667,0.18309859154929578,0.5327102803738317,0.2807017543859649
3941,H,1.62,3.6,6.0,8,0,2,23,7,135,72,103,55,4,3,3,13,13,99,38,96,49,0.5333333333333333,0.3194444444444444,0.5339805825242718,0.12727272727272726,0.3838383838383838,0.34210526315789475,0.5104166666666666,0.2653061224489796
3942,H,2.5,3.1,2.9,3,2,5,7,12,92,34,111,58,4,2,4,13,12,107,38,99,42,0.3695652173913043,0.20588235294117646,0.5225225225225225,0.20689655172413793,0.35514018691588783,0.34210526315789475,0.42424242424242425,0.2857142857142857
3943,D,2.7,3.1,2.7,5,4,1,11,7,112,52,79,34,4,3,3,8,11,114,52,73,42,0.4642857142857143,0.21153846153846154,0.43037974683544306,0.20588235294117646,0.45614035087719296,0.15384615384615385,0.5753424657534246,0.2619047619047619
3944,A,2.38,3.5,2.8,2,2,6,13,24,107,45,110,53,5,0,5,14,10,115,53,119,65,0.4205607476635514,0.28888888888888886,0.4818181818181818,0.4528301886792453,0.4608695652173913,0.2641509433962264,0.5462184873949579,0.15384615384615385
3945,H,1.91,3.6,3.75,1,3,6,3,14,109,48,112,53,2,4,4,14,18,91,45,122,58,0.44036697247706424,0.0625,0.4732142857142857,0.2641509433962264,0.4945054945054945,0.3111111111111111,0.47540983606557374,0.3103448275862069
3946,D,4.0,3.3,1.95,0,4,6,7,18,57,22,144,61,5,4,1,13,7,99,52,100,49,0.38596491228070173,0.3181818181818182,0.4236111111111111,0.29508196721311475,0.5252525252525253,0.25,0.49,0.14285714285714285
3947,A,3.4,3.4,2.1,3,4,3,13,18,115,55,135,63,3,4,3,10,8,168,91,117,57,0.4782608695652174,0.23636363636363636,0.4666666666666667,0.2857142857142857,0.5416666666666666,0.10989010989010989,0.48717948717948717,0.14035087719298245
3948,D,2.63,3.2,2.7,3,5,2,18,16,97,45,126,64,4,3,3,17,14,143,62,110,44,0.4639175257731959,0.4,0.5079365079365079,0.25,0.43356643356643354,0.27419354838709675,0.4,0.3181818181818182
3949,D,1.36,4.75,8.5,5,3,2,18,11,163,95,89,41,2,3,5,16,16,118,60,101,59,0.5828220858895705,0.18947368421052632,0.4606741573033708,0.2682926829268293,0.5084745762711864,0.26666666666666666,0.5841584158415841,0.2711864406779661
3950,A,2.15,3.4,3.3,2,0,8,14,27,84,48,112,42,1,4,5,10,18,112,65,119,56,0.5714285714285714,0.2916666666666667,0.375,0.6428571428571429,0.5803571428571429,0.15384615384615385,0.47058823529411764,0.32142857142857145
3951,A,1.83,3.5,4.33,3,2,5,7,12,138,67,118,67,2,5,3,9,14,106,50,126,58,0.4855072463768116,0.1044776119402985,0.5677966101694916,0.1791044776119403,0.4716981132075472,0.18,0.4603174603174603,0.2413793103448276
3952,D,1.85,3.4,4.33,4,2,4,12,14,94,34,147,78,2,2,6,8,14,102,46,126,65,0.3617021276595745,0.35294117647058826,0.5306122448979592,0.1794871794871795,0.45098039215686275,0.17391304347826086,0.5158730158730159,0.2153846153846154
3953,D,2.0,3.2,4.0,2,3,5,10,19,102,44,117,58,0,6,4,8,16,76,37,100,50,0.43137254901960786,0.22727272727272727,0.49572649572649574,0.3275862068965517,0.4868421052631579,0.21621621621621623,0.5,0.32
3954,H,1.44,4.5,6.5,3,3,4,13,13,127,59,100,54,4,2,4,7,11,114,55,94,48,0.4645669291338583,0.22033898305084745,0.54,0.24074074074074073,0.4824561403508772,0.12727272727272726,0.5106382978723404,0.22916666666666666
3955,H,5.0,3.75,1.67,2,3,5,7,23,85,37,108,52,7,2,1,22,8,81,38,104,62,0.43529411764705883,0.1891891891891892,0.48148148148148145,0.4423076923076923,0.4691358024691358,0.5789473684210527,0.5961538461538461,0.12903225806451613
3956,H,2.7,3.3,2.55,3,1,6,14,24,106,51,107,52,4,5,1,14,10,105,58,109,52,0.4811320754716981,0.27450980392156865,0.48598130841121495,0.46153846153846156,0.5523809523809524,0.2413793103448276,0.47706422018348627,0.19230769230769232
3957,D,5.25,3.75,1.75,2,2,6,4,16,89,43,141,77,7,1,2,21,4,105,48,64,29,0.48314606741573035,0.09302325581395349,0.5460992907801419,0.2077922077922078,0.45714285714285713,0.4375,0.453125,0.13793103448275862
3958,D,2.15,3.3,3.4,5,4,1,14,9,84,39,129,53,3,4,3,12,16,125,52,114,65,0.4642857142857143,0.358974358974359,0.4108527131782946,0.16981132075471697,0.416,0.23076923076923078,0.5701754385964912,0.24615384615384617
3959,D,2.0,3.3,3.8,1,4,5,4,16,72,29,126,61,2,2,6,8,13,103,48,112,53,0.4027777777777778,0.13793103448275862,0.48412698412698413,0.26229508196721313,0.46601941747572817,0.16666666666666666,0.4732142857142857,0.24528301886792453
3960,H,1.53,3.75,7.5,8,0,2,22,8,145,75,104,53,4,5,1,10,7,113,55,82,36,0.5172413793103449,0.29333333333333333,0.5096153846153846,0.1509433962264151,0.48672566371681414,0.18181818181818182,0.43902439024390244,0.19444444444444445
3961,A,2.25,3.4,3.1,2,5,3,13,15,87,54,117,58,2,2,6,13,23,99,39,119,62,0.6206896551724138,0.24074074074074073,0.49572649572649574,0.25862068965517243,0.3939393939393939,0.3333333333333333,0.5210084033613446,0.3709677419354839
3962,H,1.7,3.75,5.0,1,4,5,8,13,120,58,93,56,2,3,5,11,20,102,43,121,61,0.48333333333333334,0.13793103448275862,0.6021505376344086,0.23214285714285715,0.4215686274509804,0.2558139534883721,0.5041322314049587,0.32786885245901637
3963,D,2.15,3.4,3.75,2,4,4,7,16,95,50,141,70,2,2,6,5,17,86,43,146,82,0.5263157894736842,0.14,0.49645390070921985,0.22857142857142856,0.5,0.11627906976744186,0.5616438356164384,0.2073170731707317
3964,H,1.73,4.0,5.0,3,2,5,12,14,143,80,95,57,4,3,3,13,13,110,48,116,56,0.5594405594405595,0.15,0.6,0.24561403508771928,0.43636363636363634,0.2708333333333333,0.4827586206896552,0.23214285714285715
3965,H,1.33,5.75,10.0,5,3,2,17,12,124,54,91,45,1,4,5,12,16,79,34,153,89,0.43548387096774194,0.3148148148148148,0.4945054945054945,0.26666666666666666,0.43037974683544306,0.35294117647058826,0.5816993464052288,0.1797752808988764
3966,H,2.38,3.4,3.25,2,2,6,10,20,112,60,140,78,1,3,6,8,16,92,48,137,78,0.5357142857142857,0.16666666666666666,0.5571428571428572,0.2564102564102564,0.5217391304347826,0.16666666666666666,0.5693430656934306,0.20512820512820512
3967,D,9.0,5.0,1.4,2,5,3,9,16,93,50,121,57,8,2,0,25,10,125,70,99,46,0.5376344086021505,0.18,0.47107438016528924,0.2807017543859649,0.56,0.35714285714285715,0.46464646464646464,0.21739130434782608
3968,D,1.8,3.75,5.0,3,3,4,13,12,84,37,136,65,3,3,4,15,16,95,51,123,59,0.44047619047619047,0.35135135135135137,0.47794117647058826,0.18461538461538463,0.5368421052631579,0.29411764705882354,0.4796747967479675,0.2711864406779661
3969,A,4.5,3.8,1.85,3,2,5,11,15,103,53,121,69,3,4,3,16,12,165,97,70,42,0.5145631067961165,0.20754716981132076,0.5702479338842975,0.21739130434782608,0.5878787878787879,0.16494845360824742,0.6,0.2857142857142857
3970,H,2.15,3.5,3.6,4,3,3,17,14,109,58,121,61,5,3,2,14,13,113,56,91,49,0.5321100917431193,0.29310344827586204,0.5041322314049587,0.22950819672131148,0.49557522123893805,0.25,0.5384615384615384,0.2653061224489796
3971,D,2.3,3.1,3.4,1,4,5,12,17,99,41,122,59,4,2,4,9,11,96,37,108,55,0.41414141414141414,0.2926829268292683,0.48360655737704916,0.288135593220339,0.3854166666666667,0.24324324324324326,0.5092592592592593,0.2
3972,H,2.6,3.1,2.9,2,1,7,10,15,80,46,131,59,5,1,4,14,12,106,55,94,41,0.575,0.21739130434782608,0.45038167938931295,0.2542372881355932,0.5188679245283019,0.2545454545454545,0.43617021276595747,0.2926829268292683
3973,H,1.22,6.5,13.0,6,4,0,19,8,115,66,116,58,4,2,4,13,10,90,42,94,43,0.5739130434782609,0.2878787878787879,0.5,0.13793103448275862,0.4666666666666667,0.30952380952380953,0.4574468085106383,0.23255813953488372
3974,H,2.15,3.25,3.6,5,3,2,9,10,73,36,104,49,2,3,5,6,11,71,34,136,60,0.4931506849315068,0.25,0.47115384615384615,0.20408163265306123,0.4788732394366197,0.17647058823529413,0.4411764705882353,0.18333333333333332
3975,H,2.9,3.1,2.6,4,3,3,9,10,94,50,105,53,4,4,2,13,9,119,66,83,43,0.5319148936170213,0.18,0.5047619047619047,0.18867924528301888,0.5546218487394958,0.19696969696969696,0.5180722891566265,0.20930232558139536
3976,A,1.83,3.5,4.5,3,2,5,12,14,107,35,107,45,2,0,8,5,14,122,68,91,48,0.32710280373831774,0.34285714285714286,0.4205607476635514,0.3111111111111111,0.5573770491803278,0.07352941176470588,0.5274725274725275,0.2916666666666667
3977,H,1.95,3.7,3.75,5,1,4,15,14,74,42,171,86,3,5,2,13,12,83,48,138,76,0.5675675675675675,0.35714285714285715,0.5029239766081871,0.16279069767441862,0.5783132530120482,0.2708333333333333,0.5507246376811594,0.15789473684210525
3978,H,2.0,3.5,3.75,6,0,4,13,7,119,60,108,56,2,2,6,5,14,102,45,113,56,0.5042016806722689,0.21666666666666667,0.5185185185185185,0.125,0.4411764705882353,0.1111111111111111,0.49557522123893805,0.25
3979,H,1.7,4.0,4.75,3,4,3,14,17,126,59,107,43,5,0,5,8,13,95,51,117,53,0.46825396825396826,0.23728813559322035,0.40186915887850466,0.3953488372093023,0.5368421052631579,0.1568627450980392,0.452991452991453,0.24528301886792453
3980,A,15.0,7.5,1.18,4,1,5,13,16,87,48,91,43,7,3,0,23,2,156,84,65,31,0.5517241379310345,0.2708333333333333,0.4725274725274725,0.37209302325581395,0.5384615384615384,0.27380952380952384,0.47692307692307695,0.06451612903225806
