,result,odds-home,odds-draw,odds-away,home-wins,home-draws,home-losses,home-goals,home-opposition-goals,home-shots,home-shots_on_target,home-possession,home-opposition_shots,home-opposition_shots_on_target,home-opposition_possession,away-wins,away-draws,away-losses,away-goals,away-opposition-goals,away-shots,away-shots_on_target,away-possession,away-opposition_shots,away-opposition_shots_on_target,away-opposition_possession
4963,A,2.05,3.25,4.0,5,3,2,10,7,80,43,463,130,60,447,5,1,4,10,12,80,43,428,101,54,482
4964,H,2.5,3.2,3.0,3,2,5,11,20,88,34,420,90,46,490,7,0,3,16,13,85,44,464,74,43,445
4965,A,1.53,4.33,6.0,8,0,2,29,5,127,79,603,76,38,307,2,3,5,8,13,120,63,509,114,61,401
4966,H,1.29,5.5,11.0,5,3,2,17,9,125,62,489,63,32,420,3,4,3,9,8,74,41,342,102,45,567
4967,H,2.5,3.4,2.8,7,3,0,19,6,109,56,517,125,61,393,7,2,1,26,8,118,69,469,80,48,441
4968,D,2.0,3.6,3.6,0,5,5,11,20,94,53,471,118,67,439,3,4,3,12,16,104,54,434,127,58,475
4969,H,2.8,3.6,2.4,2,2,6,12,19,93,49,465,100,60,445,3,3,4,13,15,125,54,433,116,66,477
4970,H,2.0,3.5,3.8,2,3,5,14,20,94,46,443,121,62,466,4,3,3,16,14,110,57,415,115,55,495
4971,D,1.53,4.1,6.5,7,1,2,13,6,124,58,490,103,46,420,2,1,7,11,18,108,65,420,117,64,490
4972,H,3.8,3.5,2.0,3,4,3,12,13,104,63,477,129,65,433,4,4,2,11,7,114,64,514,85,47,396
4973,D,1.57,3.8,6.5,7,2,1,14,6,137,76,461,95,48,449,0,5,5,10,19,105,49,446,101,54,464
4974,H,1.05,15.0,34.0,9,1,0,35,4,133,68,591,82,33,319,4,4,2,12,8,96,44,482,120,63,428
4975,H,1.44,4.5,7.5,2,3,5,8,24,110,54,419,122,50,491,0,2,8,3,22,116,51,429,135,63,481
4976,D,1.4,4.75,8.0,8,0,2,30,9,150,61,541,114,54,369,5,4,1,18,5,104,49,468,85,39,442
4977,D,2.1,3.5,3.8,7,3,0,14,6,113,59,496,111,59,414,6,1,3,14,10,133,77,498,98,58,412
4978,H,1.22,7.5,13.0,6,1,3,21,11,141,83,545,83,42,365,1,2,7,13,18,109,61,401,117,58,509
4979,A,4.33,3.4,1.91,1,1,8,5,23,95,48,450,112,64,460,4,2,4,9,10,96,49,427,91,43,483
4980,H,2.2,3.3,3.4,3,2,5,21,16,114,57,534,120,64,376,7,3,0,21,4,84,40,499,93,42,410
4981,H,1.62,3.75,6.0,5,4,1,15,9,86,40,439,92,40,470,2,2,6,11,16,114,52,458,116,56,452
4982,H,2.75,3.3,2.6,2,6,2,11,12,99,49,382,109,64,527,2,5,3,10,11,126,59,527,123,67,383
4983,A,4.75,4.2,1.67,2,2,6,6,24,97,48,363,109,58,546,5,3,2,22,15,136,68,491,94,48,419
4984,A,2.15,3.4,3.5,1,4,5,6,10,127,62,487,97,49,423,1,7,2,11,12,111,59,427,121,70,483
4985,A,2.63,3.3,2.63,3,5,2,14,15,123,70,457,132,63,453,4,1,5,13,18,134,70,517,101,64,393
4986,D,2.25,3.3,3.3,4,5,1,7,3,112,59,366,138,60,543,4,4,2,15,13,98,53,328,179,87,582
4987,A,1.8,3.75,4.33,7,2,1,24,5,141,73,516,82,48,394,3,5,2,10,9,158,80,568,100,51,341
4988,D,9.0,5.25,1.33,3,2,5,7,19,111,55,370,115,65,540,4,2,4,18,13,140,75,500,80,45,410
4989,A,2.6,3.2,2.75,2,4,4,9,11,113,50,410,148,88,500,4,3,3,11,10,128,63,426,143,84,484
4990,A,2.55,3.4,2.75,1,5,4,9,14,94,44,428,147,66,482,2,2,6,10,17,94,48,444,123,58,466
4991,H,1.36,5.0,8.5,1,6,3,6,9,136,75,456,109,56,454,5,1,4,11,13,91,44,467,100,59,443
4992,D,7.5,3.8,1.53,4,1,5,11,15,109,42,408,104,43,502,6,4,0,15,4,108,54,449,90,44,461
4993,D,2.75,3.5,2.5,4,2,4,16,15,123,56,509,84,37,401,7,2,1,23,11,112,56,429,155,74,481
4994,A,2.63,3.2,2.8,2,2,6,9,18,85,42,403,137,77,507,1,3,6,8,13,114,60,428,94,47,482
4995,A,1.3,6.0,11.0,9,1,0,21,6,136,78,524,99,53,386,6,1,3,15,11,85,49,464,110,59,446
4996,H,2.4,3.3,3.0,4,2,4,13,11,135,65,493,109,64,417,4,3,3,13,12,119,58,452,145,58,458
4997,H,1.95,3.5,4.0,4,2,4,12,20,125,70,498,113,59,412,3,1,6,7,19,93,52,414,123,55,496
4998,D,2.7,3.3,2.88,2,1,7,2,9,92,54,368,157,89,542,4,2,4,12,10,123,69,480,105,64,430
4999,A,1.45,4.75,8.0,5,2,3,12,9,135,74,499,91,54,411,5,0,5,15,13,86,44,383,138,59,527
5000,H,3.1,3.5,2.4,1,2,7,12,22,112,62,387,120,63,523,1,1,8,6,19,105,49,417,110,62,493
5001,H,1.75,3.8,5.25,3,2,5,10,11,115,54,504,104,52,406,5,1,4,17,14,107,52,465,90,48,445
5002,D,2.8,3.3,2.75,3,3,4,8,14,99,48,409,130,76,501,6,1,3,17,12,107,46,385,113,66,525
5003,H,1.8,3.8,4.75,4,2,4,14,17,107,56,541,110,63,369,2,2,6,8,14,117,63,398,107,64,512
5004,A,2.9,3.4,2.6,2,2,6,5,13,124,69,414,127,69,496,5,1,4,13,11,106,70,483,111,55,427
5005,D,2.3,3.3,3.2,5,1,4,9,12,81,44,426,106,56,484,4,2,4,14,13,106,52,404,123,59,506
5006,A,4.2,3.5,1.91,2,2,6,10,16,79,39,414,95,39,496,6,3,1,18,7,82,37,451,92,41,457
5007,H,2.5,3.2,3.0,3,2,5,8,14,59,26,366,95,44,543,4,2,4,13,19,95,39,423,99,51,487
5008,A,3.2,3.3,2.3,6,0,4,16,15,93,47,474,79,45,435,4,1,5,21,15,117,59,535,118,61,375
5009,D,1.8,3.8,4.33,5,2,3,20,13,122,63,564,99,51,346,4,4,2,12,11,120,66,506,69,39,404
5010,H,1.22,6.0,15.0,6,3,1,21,6,86,43,498,94,43,411,2,2,6,11,19,129,66,408,86,46,502
5011,A,7.5,4.5,1.44,4,2,4,8,10,100,45,440,86,41,470,8,1,1,32,10,108,62,542,96,43,368
5012,D,2.7,3.2,2.7,3,2,5,8,12,77,31,440,84,41,470,3,2,5,12,14,121,71,442,101,47,468
5013,H,1.62,3.8,6.0,2,2,6,11,20,112,52,445,116,59,464,1,1,8,5,22,85,43,435,123,66,475
5014,H,1.62,4.2,5.25,2,5,3,10,12,123,54,538,125,67,372,2,2,6,7,21,100,49,380,103,55,529
5015,H,1.4,5.0,7.5,7,2,1,22,6,122,73,465,81,48,445,3,2,5,13,17,122,56,436,118,63,474
5016,H,2.63,3.5,2.6,5,3,2,20,12,135,67,491,97,51,419,5,3,2,16,9,119,59,493,61,30,416
5017,H,2.1,3.4,3.6,4,3,3,14,12,111,57,416,111,54,494,3,5,2,12,11,94,41,378,107,63,531
5018,A,2.3,3.4,3.1,3,2,5,7,11,116,58,487,114,57,423,0,6,4,11,19,92,50,459,117,68,451
5019,A,4.33,4.0,1.75,3,4,3,12,16,99,52,435,117,53,474,8,2,0,21,5,106,57,519,129,63,391
5020,H,7.0,4.2,1.5,2,3,5,9,13,118,74,446,132,70,464,7,0,3,21,6,125,73,602,77,38,308
5021,H,1.75,3.8,4.75,3,3,4,15,18,103,49,442,109,54,467,2,3,5,8,16,86,45,414,116,53,496
5022,A,2.25,3.3,3.3,3,5,2,10,9,154,78,567,99,55,342,7,1,2,13,6,126,59,504,107,46,406
5023,A,3.25,3.25,2.25,4,3,3,13,10,127,63,425,141,80,485,6,2,2,22,7,136,76,491,85,50,419
5024,D,2.45,3.5,3.0,7,0,3,17,10,129,74,598,57,31,312,8,1,1,19,6,147,88,539,96,52,371
5025,A,4.75,4.2,1.75,6,1,3,14,10,84,48,455,119,72,455,7,0,3,26,10,143,82,537,86,43,373
5026,H,1.7,3.6,5.5,3,3,4,13,17,119,58,449,139,58,461,4,5,1,9,5,118,59,379,139,60,530
5027,H,2.6,3.3,2.75,4,4,2,16,14,100,55,351,178,83,559,3,4,3,16,18,119,66,451,123,60,459
5028,A,2.55,3.3,2.8,2,7,1,13,12,107,58,419,124,72,491,5,1,4,17,11,132,66,496,113,66,414
5029,H,3.25,3.4,2.2,3,2,5,13,16,94,48,455,120,61,455,3,4,3,12,14,96,59,462,134,66,448
5030,A,2.05,3.6,3.5,2,2,6,11,17,103,66,398,125,66,512,1,4,5,7,11,138,66,508,89,46,402
5031,H,1.3,5.5,10.0,4,3,3,11,8,118,63,508,84,47,402,2,4,4,10,14,112,45,414,155,92,496
5032,H,1.85,3.6,4.33,1,6,3,3,8,137,74,444,110,53,466,2,3,5,10,13,121,66,443,90,44,467
5033,A,3.5,3.3,2.1,4,1,5,10,14,89,39,474,102,58,436,6,3,1,14,7,130,69,463,95,48,447
5034,H,1.75,3.6,4.75,0,6,4,8,16,98,48,441,102,55,469,3,2,5,11,16,103,40,391,107,49,519
5035,A,4.75,3.6,1.75,6,4,0,17,6,112,63,471,81,43,439,9,1,0,31,3,136,69,600,78,32,310
5036,A,2.15,3.3,3.5,3,4,3,11,10,93,43,468,128,68,442,2,3,5,9,24,117,58,414,121,52,496
5037,A,4.33,3.75,1.75,0,2,8,2,22,104,48,413,144,65,497,5,2,3,13,14,132,71,510,108,54,400
5038,D,2.2,3.2,3.5,2,1,7,5,20,89,47,415,123,54,495,1,1,8,4,17,89,45,370,125,65,540
5039,A,6.5,4.33,1.5,3,5,2,11,8,77,41,418,104,54,492,8,1,1,32,10,161,68,542,118,54,368
5040,D,1.62,4.2,5.25,4,5,1,18,7,97,48,456,99,50,454,4,3,3,16,12,127,57,518,85,37,392
5041,H,1.25,6.0,12.0,6,3,1,20,9,113,57,421,156,77,489,2,2,6,10,19,87,41,406,135,76,504
5042,H,4.1,3.5,2.0,4,3,3,10,10,67,38,350,140,68,560,7,3,0,14,6,107,59,489,117,59,421
5043,H,1.18,7.0,17.0,4,3,3,20,14,144,84,502,81,47,408,0,5,5,10,17,93,47,420,143,68,490
5044,H,1.22,6.5,13.0,4,1,5,15,20,134,68,528,98,59,382,3,3,4,8,17,115,57,373,121,70,537
5045,D,1.3,6.0,11.0,7,2,1,18,6,143,85,529,93,50,381,3,3,4,8,14,97,49,404,136,78,506
5046,H,2.05,3.4,3.8,4,4,2,12,11,114,64,494,71,40,416,3,2,5,7,11,98,43,437,84,36,473
5047,H,1.75,3.8,4.5,3,3,4,11,13,110,53,402,121,56,508,1,2,7,10,18,90,42,418,98,32,492
5048,H,3.4,3.3,2.2,1,1,8,5,20,84,41,431,134,72,479,2,3,5,8,13,82,38,430,86,42,480
5049,A,7.0,4.2,1.5,3,3,4,13,14,112,63,431,107,54,479,7,2,1,23,6,96,45,511,91,42,398
5050,H,1.22,6.5,13.0,5,1,4,23,12,110,53,520,117,60,390,4,2,4,8,12,83,42,435,105,53,475
5051,A,3.3,3.3,2.25,2,2,6,10,19,125,63,408,97,50,502,6,0,4,15,17,96,48,470,85,43,439
5052,H,1.14,9.0,17.0,9,0,1,34,11,108,63,542,100,43,368,3,1,6,14,21,104,43,398,81,45,512
5053,A,3.1,3.4,2.3,5,3,2,9,6,86,47,474,120,57,436,5,3,2,20,12,122,64,556,99,53,354
5054,H,1.25,6.0,12.0,7,2,1,19,7,92,36,458,99,43,450,4,2,4,10,14,66,29,378,105,52,531
5055,A,1.91,3.6,4.0,4,1,5,13,20,102,46,421,102,51,489,3,2,5,12,19,112,49,438,112,57,471
5056,H,1.2,7.0,13.0,6,0,4,16,8,127,73,609,73,36,301,4,3,3,13,11,117,58,421,115,58,489
5057,H,1.29,5.75,10.0,4,3,3,13,9,118,60,489,69,35,420,3,4,3,9,13,110,57,433,119,55,476
5058,A,1.55,4.5,5.5,8,2,0,21,5,99,51,524,138,67,386,3,2,5,8,12,111,57,493,112,56,417
5059,H,1.95,3.6,3.8,1,5,4,12,19,90,50,442,108,60,468,3,3,4,11,13,121,74,428,135,70,482
5060,H,4.5,4.33,1.67,3,2,5,14,17,96,50,465,99,60,445,8,1,1,22,4,118,65,476,84,46,434
5061,H,2.4,3.6,2.8,2,2,6,8,17,82,44,407,123,61,502,3,4,3,10,11,121,53,537,133,67,373
5062,D,3.8,3.8,1.91,3,5,2,11,9,96,42,397,103,59,512,5,3,2,20,12,132,67,472,113,59,438
5063,A,3.4,3.8,2.05,2,2,6,7,20,111,49,384,99,50,525,4,2,4,16,18,114,59,451,98,51,457
5064,H,2.55,3.5,2.7,6,1,3,21,10,123,64,493,114,67,417,3,5,2,11,10,159,80,574,103,53,335
5065,H,3.0,3.3,2.4,7,1,2,14,7,123,57,478,123,56,432,5,2,3,21,14,140,82,522,76,43,388
5066,H,1.67,4.0,5.0,6,3,1,16,9,131,68,461,98,48,449,2,5,3,5,9,122,62,438,116,55,472
5067,D,1.95,3.5,4.0,3,2,5,11,16,98,40,400,99,46,510,4,1,5,12,14,84,34,487,104,59,423
5068,D,1.25,6.0,11.0,9,1,0,30,3,141,69,597,79,33,313,1,6,3,10,14,101,49,458,89,47,452
5069,A,1.85,3.8,4.0,5,2,3,12,14,133,72,501,108,56,409,2,4,4,10,13,98,45,479,123,66,431
5070,H,1.33,5.0,9.5,1,2,7,4,16,82,39,369,127,65,541,0,2,8,3,22,109,50,413,146,68,497
5071,H,1.13,9.0,21.0,8,1,1,34,11,153,66,529,125,58,381,2,2,6,6,20,86,46,428,119,51,482
5072,H,1.7,4.0,4.75,4,4,2,16,11,121,54,511,96,42,398,3,5,2,12,11,83,41,412,106,56,498
5073,A,4.75,4.2,1.67,2,1,7,11,21,87,40,412,125,67,498,4,5,1,18,7,115,57,454,102,49,455
5074,A,3.3,3.75,2.1,1,3,6,9,15,121,64,437,90,42,473,6,3,1,19,10,113,57,413,152,73,497
5075,H,1.4,5.25,8.5,6,3,1,16,6,153,95,554,91,49,356,5,2,3,13,10,70,39,350,139,69,560
5076,A,2.1,3.6,3.75,5,1,4,18,19,103,50,478,92,52,432,2,2,6,2,8,89,53,367,159,91,543
5077,H,1.36,5.25,9.5,6,3,1,13,9,109,59,491,105,50,419,3,4,3,8,12,100,51,404,141,84,506
5078,H,2.25,3.6,3.3,5,0,5,15,13,90,45,380,139,62,530,5,1,4,15,14,86,52,452,126,76,458
5079,A,2.4,3.6,3.0,6,1,3,15,10,114,73,483,106,55,427,4,2,4,13,15,102,48,539,116,63,371
5080,D,3.2,3.75,2.25,2,2,6,8,15,126,65,396,100,56,514,6,1,3,16,11,120,70,589,59,33,321
5081,H,1.6,4.33,6.0,6,2,2,17,10,109,46,401,104,60,509,2,2,6,13,21,107,57,390,126,69,520
5082,H,1.57,4.5,6.0,7,0,3,26,11,152,89,535,85,47,375,4,2,4,16,11,114,60,482,107,53,428
5083,H,1.83,4.0,4.33,0,1,9,6,21,118,61,418,104,59,492,2,2,6,5,12,121,71,397,136,73,513
5084,H,3.5,3.6,2.15,3,3,4,11,10,117,64,480,109,68,430,4,2,4,11,12,147,80,521,88,46,389
5085,D,2.1,3.4,3.5,4,4,2,9,7,117,58,382,152,71,527,2,6,2,14,16,114,62,408,122,69,502
5086,A,2.55,3.5,2.7,0,4,6,12,20,96,47,421,145,67,489,2,2,6,11,16,114,69,405,127,67,505
5087,A,3.4,3.5,2.15,2,3,5,8,11,136,67,510,93,46,400,5,1,4,18,16,144,74,539,98,56,371
5088,D,2.63,3.5,2.63,3,3,4,8,18,115,58,365,125,74,545,4,4,2,16,14,110,59,364,174,83,546
5089,D,2.4,3.4,2.9,3,3,4,16,19,129,72,457,124,61,453,3,3,4,11,11,121,57,413,144,78,497
5090,A,2.05,3.5,3.6,2,4,4,11,15,106,44,403,159,89,507,4,2,4,16,17,95,51,458,114,58,452
5091,H,2.5,3.3,2.88,3,3,4,14,17,96,57,459,128,63,451,4,3,3,13,14,132,68,453,135,57,457
5092,A,2.4,3.3,3.0,6,2,2,19,7,132,69,499,85,48,411,5,2,3,13,9,125,61,519,84,45,391
5093,D,5.0,3.75,1.7,4,4,2,16,14,106,57,379,166,79,531,7,1,2,16,8,124,57,485,133,60,425
5094,A,2.75,3.5,2.5,2,6,2,15,17,102,56,411,124,75,499,4,2,4,15,15,89,50,445,130,65,465
5095,H,1.36,5.0,8.5,4,3,3,13,15,136,70,460,131,54,450,0,3,7,11,20,99,48,433,136,62,477
5096,H,1.4,5.0,7.5,5,1,4,19,17,134,67,544,99,55,366,3,5,2,8,8,113,60,382,139,68,527
5097,H,1.53,4.33,6.0,3,4,3,11,11,160,80,566,104,55,343,3,3,4,16,19,140,81,454,121,63,456
5098,H,2.9,3.5,2.4,4,2,4,13,16,92,46,445,124,63,465,7,1,2,24,11,129,68,493,114,67,417
5099,A,1.4,5.0,7.5,6,2,2,15,8,111,52,498,91,50,412,2,2,6,10,14,133,65,494,96,45,416
5100,D,1.36,5.25,8.0,2,4,4,10,12,124,60,418,144,79,492,3,3,4,9,19,112,58,378,117,69,532
5101,H,2.25,3.5,3.1,3,1,6,11,15,112,68,418,133,70,492,1,4,5,8,14,112,49,410,159,88,500
5102,A,6.5,3.6,1.57,6,0,4,17,17,102,53,487,88,43,422,9,0,1,33,12,96,53,538,103,45,372
5103,D,1.36,5.0,11.0,7,2,1,15,9,109,62,500,110,53,410,5,1,4,13,12,84,51,459,123,75,451
5104,H,1.95,3.5,4.33,7,1,2,22,11,104,41,393,108,60,517,3,3,4,8,14,108,57,383,147,89,527
5105,H,1.65,4.0,6.0,5,2,3,15,11,117,69,583,67,39,327,4,2,4,12,14,105,52,534,111,55,376
5106,A,2.55,3.3,3.0,1,2,7,7,19,92,49,401,125,66,509,6,0,4,16,12,92,47,398,125,58,512
5107,H,2.6,3.1,2.8,4,2,4,8,13,83,39,431,101,47,479,5,2,3,8,6,89,46,472,112,49,438
5108,A,1.57,4.0,6.0,5,1,4,20,11,118,54,525,112,60,385,3,3,4,11,13,114,55,417,115,55,493
5109,H,2.2,3.1,3.6,2,3,5,7,11,93,44,438,80,40,472,4,2,4,11,15,71,31,378,100,50,532
5110,A,4.0,3.1,2.05,4,2,4,14,19,111,51,434,104,52,475,7,2,1,21,5,102,52,493,89,41,416
5111,A,1.29,6.0,12.0,6,3,1,18,6,155,95,562,95,48,348,2,2,6,5,13,107,60,413,140,70,496
5112,D,2.88,3.3,2.7,1,1,8,8,20,127,63,425,98,55,484,3,2,5,15,13,110,61,459,113,53,451
5113,A,3.4,3.4,2.3,3,3,4,15,11,119,65,481,115,69,429,3,2,5,10,18,144,77,513,89,47,397
5114,A,1.67,3.75,5.5,5,3,2,13,11,121,66,485,69,37,425,3,0,7,15,23,106,43,400,81,42,510
5115,D,1.57,4.0,6.0,5,3,2,16,11,120,63,552,100,50,358,3,3,4,13,13,115,65,445,109,63,465
5116,H,3.1,3.1,2.4,4,1,5,14,17,95,47,431,102,50,479,7,2,1,19,8,88,40,460,104,45,448
5117,A,5.75,4.0,1.67,4,2,4,13,14,80,43,347,145,77,563,7,0,3,23,11,157,92,534,93,53,376
5118,A,5.5,3.8,1.73,4,1,5,13,19,103,49,464,99,56,446,5,2,3,13,11,120,73,577,71,43,333
5119,D,1.62,3.6,6.5,7,2,1,20,6,102,51,486,88,42,423,5,0,5,16,18,99,54,476,90,44,434
5120,H,1.08,11.0,29.0,6,0,4,14,7,124,70,610,73,38,300,3,2,5,9,15,86,45,418,117,60,491
5121,A,1.95,3.6,4.33,3,2,5,16,14,113,60,457,101,48,453,5,2,3,14,11,115,64,480,109,59,430
5122,A,2.5,3.3,3.1,3,3,4,10,14,107,58,397,155,92,513,1,1,8,7,21,96,51,415,127,69,495
5123,H,1.95,3.6,4.33,5,2,3,15,13,89,56,451,121,76,459,1,2,7,10,19,121,59,434,99,51,475
5124,D,1.8,3.75,5.0,4,2,4,12,12,109,56,540,114,59,370,3,3,4,15,11,119,66,478,113,68,432
5125,A,2.25,3.5,3.4,3,2,5,7,10,108,63,425,150,77,484,8,1,1,23,9,112,46,408,110,63,502
5126,H,2.2,3.4,3.25,4,3,3,11,11,113,55,412,112,53,498,5,1,4,16,17,92,44,434,102,49,476
5127,A,3.6,3.25,2.15,3,2,5,9,15,73,34,387,95,52,523,5,3,2,16,11,131,64,564,94,50,346
5128,H,2.25,3.1,3.5,4,2,4,8,8,87,46,479,107,45,431,2,2,6,4,9,93,37,449,91,43,461
5129,D,1.95,3.4,4.2,6,2,2,17,8,96,44,455,102,42,453,4,3,3,11,11,121,69,484,78,40,426
5130,H,1.73,3.75,5.0,5,2,3,16,11,124,62,493,70,36,416,8,1,1,20,6,104,54,514,130,63,396
5131,H,1.5,4.33,6.5,7,1,2,22,6,123,69,473,86,46,437,2,2,6,11,19,125,54,425,112,56,485
5132,A,2.0,3.4,3.9,3,2,5,10,13,113,56,497,109,56,413,3,4,3,8,8,77,42,360,98,45,549
5133,A,3.0,3.4,2.38,2,4,4,10,16,101,56,421,123,53,488,2,4,4,7,12,120,55,518,131,67,392
5134,A,5.25,3.9,1.73,6,0,4,16,12,91,51,383,132,61,527,5,3,2,15,8,165,102,550,96,51,360
5135,H,2.1,3.5,3.75,7,0,3,24,11,151,90,533,96,54,377,6,3,1,14,9,114,65,499,108,57,411
5136,D,1.85,3.4,4.75,2,4,4,11,12,99,60,421,121,66,489,4,2,4,8,13,77,32,432,100,49,478
5137,H,3.5,3.25,2.2,3,0,7,14,23,107,45,400,89,47,510,5,0,5,20,12,125,57,542,110,58,368
5138,H,1.44,4.75,7.0,4,4,2,17,11,133,67,473,115,58,437,3,2,5,14,17,86,45,459,109,65,451
5139,A,2.05,3.3,3.8,5,1,4,18,19,117,58,437,102,52,471,2,6,2,9,9,101,44,400,107,58,509
5140,A,8.0,4.2,1.45,2,2,6,4,9,92,35,450,90,44,460,10,0,0,31,8,104,56,545,97,45,365
5141,D,2.05,3.5,3.6,3,4,3,8,8,80,42,369,106,50,540,2,4,4,10,15,107,59,439,125,53,470
5142,D,3.4,3.4,2.15,1,3,6,11,17,126,67,443,86,40,467,6,3,1,20,12,114,58,412,138,68,498
5143,H,1.85,3.6,4.75,5,0,5,15,13,91,54,376,136,69,534,4,1,5,13,19,95,44,467,97,51,443
5144,D,2.63,3.6,2.75,8,1,1,23,9,106,45,393,105,61,518,3,3,4,10,11,115,64,532,118,63,378
5145,D,1.36,5.25,10.0,5,2,3,12,10,124,73,572,71,43,338,1,2,7,9,19,110,53,428,110,57,481
5146,D,2.3,3.3,3.5,2,1,7,8,18,106,58,431,120,67,479,3,4,3,16,11,118,67,460,117,75,450
5147,D,4.0,3.4,2.1,3,3,4,11,16,105,56,403,156,93,507,5,2,3,16,13,95,57,454,112,71,456
5148,H,2.3,3.0,3.4,4,3,3,9,11,76,33,423,100,50,486,3,1,6,9,16,75,36,374,92,50,536
5149,A,1.57,3.75,7.0,6,3,1,16,9,126,59,559,97,52,351,4,2,4,8,8,88,45,476,98,40,434
5150,H,2.2,3.1,3.6,2,3,5,6,10,87,45,449,77,33,461,4,0,6,14,20,108,47,393,91,50,517
5151,H,2.2,3.3,3.4,3,3,4,15,21,109,53,439,100,48,470,5,2,3,12,11,104,48,400,113,56,510
5152,D,3.1,3.1,2.5,4,1,5,14,17,95,46,442,98,43,468,6,3,1,17,5,102,52,485,83,40,424
5153,H,2.88,3.5,2.4,3,1,6,9,20,87,45,410,123,63,499,5,1,4,19,18,132,66,443,101,49,465
5154,D,2.25,3.4,3.25,3,2,5,13,15,89,48,436,110,65,474,3,2,5,10,12,118,61,487,109,52,423
5155,D,4.2,3.8,1.83,3,5,2,12,10,100,41,414,123,69,495,5,4,1,19,11,127,64,482,116,61,428
5156,A,4.2,3.75,1.83,2,5,3,15,19,88,53,470,98,56,440,7,1,2,21,7,141,78,472,80,42,438
5157,A,9.5,6.0,1.25,2,2,6,11,18,117,50,428,125,64,482,6,0,4,15,7,134,73,614,71,36,296
5158,D,5.5,3.75,1.67,3,5,2,16,16,108,58,381,161,74,529,5,2,3,15,10,104,50,501,96,52,409
5159,H,1.5,4.2,7.0,5,2,3,18,9,133,72,502,79,44,408,3,4,3,13,12,96,56,420,114,58,490
5160,H,1.91,3.4,4.33,3,4,3,14,14,85,43,413,100,53,497,2,2,6,9,25,91,45,427,119,52,483
5161,D,2.5,3.2,3.0,1,6,3,12,16,93,44,427,95,50,483,2,4,4,11,14,88,46,455,125,64,455
5162,D,3.6,3.5,2.05,4,2,4,13,18,130,67,508,107,56,402,4,5,1,19,9,106,51,445,102,48,464
5163,A,5.0,4.0,1.73,5,2,3,15,10,117,66,476,110,64,434,8,0,2,27,10,146,87,515,98,59,395
5164,A,6.5,4.0,1.62,3,3,4,11,15,80,39,322,155,87,588,5,3,2,12,11,107,61,491,119,64,419
5165,D,2.1,3.2,3.8,4,1,5,13,18,97,57,468,88,43,442,4,4,2,11,10,123,69,478,78,38,432
5166,A,2.63,3.0,3.0,2,5,3,11,10,102,61,452,113,61,457,5,3,2,16,9,93,40,459,109,47,449
5167,A,1.67,4.0,5.0,7,1,2,18,10,90,45,493,138,65,417,4,2,4,11,10,102,56,412,126,61,498
5168,A,2.15,3.25,3.6,2,3,5,16,22,135,81,446,139,67,464,2,5,3,7,11,113,57,391,144,78,518
5169,H,2.15,3.4,3.5,6,0,4,20,15,144,73,541,98,52,369,5,2,3,17,14,93,49,451,129,66,459
5170,H,1.45,4.33,7.5,4,3,3,14,13,169,80,557,102,56,352,2,5,3,15,19,109,61,416,117,67,494
5171,A,1.29,5.5,11.0,6,2,2,17,10,123,54,494,136,62,416,1,3,6,11,18,111,51,413,150,82,497
5172,H,2.2,3.4,3.3,3,2,5,12,14,135,61,491,93,43,419,7,0,3,24,13,131,68,499,110,64,411
5173,H,4.33,3.75,1.8,5,2,3,15,14,90,47,432,127,66,478,5,2,3,22,15,142,85,501,76,42,409
5174,A,3.6,3.3,2.15,3,3,4,11,15,100,42,408,99,48,502,4,4,2,18,13,115,52,498,97,42,411
5175,A,6.5,4.33,1.5,6,3,1,19,9,139,71,474,98,48,436,8,2,0,30,4,139,69,621,74,29,289
5176,D,2.8,3.25,2.6,3,3,4,15,20,104,52,431,112,59,479,2,5,3,5,11,109,56,434,122,56,476
5177,D,1.75,4.0,5.0,5,3,2,15,8,178,113,559,90,49,351,4,2,4,10,16,154,81,532,94,46,378
5178,A,1.91,3.3,4.5,3,3,4,11,21,117,59,413,118,48,497,2,2,6,7,14,77,37,386,131,65,524
5179,H,4.0,3.3,2.0,3,1,6,8,16,84,39,397,95,51,512,5,0,5,20,10,123,56,550,103,52,360
5180,H,2.0,3.8,3.5,4,5,1,17,12,118,60,486,109,58,424,3,4,3,9,10,133,55,518,129,60,392
5181,H,1.57,3.8,6.5,2,5,3,6,12,111,55,420,127,58,490,4,3,3,15,14,81,41,408,98,53,501
5182,D,1.91,3.5,4.75,4,1,5,13,18,104,48,490,96,52,420,2,4,4,11,17,99,52,382,165,101,528
5183,A,1.36,5.0,11.0,5,3,2,14,13,111,61,490,117,60,420,5,0,5,15,13,104,62,395,126,65,515
5184,A,1.36,5.5,9.0,4,3,3,9,12,158,85,522,99,50,388,2,2,6,9,14,98,58,432,147,76,478
5185,A,1.95,3.4,4.5,3,5,2,16,10,120,67,475,120,74,435,3,3,4,12,14,78,38,309,159,85,601
5186,D,2.0,3.5,4.2,3,3,4,11,12,121,67,540,115,59,370,4,2,4,14,12,117,65,477,114,69,433
5187,A,3.3,3.3,2.25,4,2,4,11,12,107,51,386,112,55,524,5,3,2,14,10,132,59,551,96,52,359
5188,H,2.25,3.1,3.5,4,0,6,13,18,95,40,403,96,55,506,2,5,3,11,8,88,53,434,118,64,475
