result,odds-home,odds-draw,odds-away,home-wins,home-draws,home-losses,home-goals,home-opposition-goals,away-wins,away-draws,away-losses,away-goals,away-opposition-goals
A,5.0,3.6,1.7,3,2,5,10,12,5,4,1,20,10
H,1.1,9.0,23.0,6,3,1,18,5,2,2,6,7,16
D,1.85,3.3,4.5,3,4,3,14,10,4,2,4,11,14
H,1.57,3.6,6.5,3,5,2,9,9,3,1,6,8,18
A,2.2,3.25,3.3,6,2,2,16,11,3,4,3,14,10
D,1.95,3.25,4.2,4,3,3,11,11,1,6,3,8,10
A,12.0,5.5,1.25,2,2,6,8,17,8,1,1,22,6
H,3.5,3.3,2.1,4,1,5,15,13,5,3,2,14,7
H,2.75,3.3,2.5,2,2,6,7,19,3,5,2,8,9
H,2.0,3.25,3.9,5,3,2,15,7,2,2,6,7,13
A,15.0,6.5,1.18,0,4,6,7,18,6,3,1,19,5
H,2.6,3.25,2.7,3,1,6,7,16,3,1,6,6,17
H,1.53,3.8,6.5,5,4,1,18,9,3,3,4,13,17
H,2.05,3.2,3.8,3,1,6,6,18,3,2,5,9,19
D,1.85,3.3,4.5,3,2,5,13,20,3,4,3,8,10
H,1.62,3.6,6.0,2,2,6,6,15,3,1,6,9,17
D,2.9,3.3,2.38,1,6,3,7,9,5,2,3,15,12
H,1.33,4.75,9.5,8,1,1,23,6,6,2,2,19,7
A,2.8,3.2,2.5,4,3,3,14,9,6,3,1,20,8
H,2.1,3.25,3.5,0,3,7,7,22,1,2,7,6,19
H,1.18,6.5,15.0,7,3,0,24,4,4,4,2,11,10
D,2.2,3.25,3.3,4,3,3,16,11,5,0,5,17,14
A,2.05,3.3,3.6,5,3,2,17,11,3,2,5,8,15
H,2.05,3.25,3.75,2,5,3,8,11,3,1,6,6,18
H,1.4,4.33,8.5,6,3,1,20,8,4,3,3,16,11
A,3.6,3.2,2.1,3,1,6,10,18,2,3,5,13,21
H,1.62,3.6,6.0,6,2,2,19,9,1,6,3,8,10
A,4.5,3.5,1.8,3,2,5,9,16,3,3,4,11,10
H,1.91,3.2,4.33,4,3,3,11,13,1,3,6,9,22
A,17.0,6.5,1.17,1,1,8,6,20,7,3,0,23,4
A,5.75,4.2,1.53,5,1,4,17,13,8,1,1,25,6
H,1.2,6.5,13.0,6,3,1,21,10,1,5,4,8,14
D,1.5,4.0,7.0,6,2,2,19,9,1,3,6,8,19
H,5.5,3.6,1.65,2,1,7,8,19,4,3,3,13,9
H,1.6,3.75,5.75,3,3,4,15,19,3,1,6,5,16
H,7.0,4.0,1.5,5,3,2,18,12,8,1,1,26,6
H,3.1,3.25,2.3,2,2,6,8,18,3,3,4,16,14
D,1.75,3.6,4.75,5,2,3,13,13,1,1,8,7,20
H,7.0,4.75,1.4,4,1,5,15,16,7,3,0,21,4
A,2.25,3.2,3.25,3,5,2,8,9,4,2,4,11,13
H,2.63,3.0,2.88,3,2,5,17,18,4,2,4,15,18
D,3.0,3.1,2.45,1,4,5,6,13,5,0,5,16,16
H,1.57,3.75,6.0,4,3,3,13,9,3,4,3,9,11
H,1.91,3.3,4.2,4,2,4,12,14,5,3,2,13,10
D,4.5,3.75,1.73,1,2,7,6,18,6,3,1,21,8
H,1.18,6.5,15.0,7,1,2,23,7,3,1,6,8,17
H,1.2,6.0,15.0,6,3,1,18,5,6,2,2,17,10
A,9.5,4.0,1.4,2,1,7,4,17,6,3,1,21,10
D,2.5,3.0,3.0,0,4,6,8,20,3,2,5,12,18
H,2.6,3.2,2.7,4,4,2,13,9,4,2,4,11,8
A,1.91,3.4,4.0,3,4,3,14,14,3,2,5,5,8
A,8.5,4.33,1.4,1,3,6,10,19,7,2,1,18,8
H,2.25,3.1,3.4,2,2,6,13,18,3,4,3,9,10
H,1.33,4.75,9.5,4,4,2,16,11,3,3,4,5,7
D,4.75,3.4,1.8,2,2,6,10,16,3,1,6,9,12
H,2.2,3.2,3.4,3,4,3,15,16,5,2,3,10,10
D,2.5,3.25,2.8,6,3,1,20,9,7,1,2,22,7
D,2.75,3.3,2.5,2,1,7,5,19,4,2,4,11,13
D,2.1,3.25,3.6,3,3,4,12,16,1,5,4,7,10
A,15.0,5.5,1.22,2,4,4,8,12,6,3,1,20,4
A,1.57,3.8,6.0,5,4,1,18,9,4,3,3,12,12
A,2.8,3.25,2.5,3,2,5,14,19,4,3,3,11,8
A,1.5,3.8,7.5,5,1,4,17,13,0,5,5,9,19
D,3.25,3.2,2.25,3,1,6,7,18,4,2,4,17,15
H,1.5,4.0,7.0,6,2,2,15,12,1,3,6,6,16
H,1.36,4.33,10.0,5,3,2,13,7,2,2,6,8,21
H,2.2,3.25,3.3,3,3,4,11,14,2,2,6,13,21
H,1.2,6.0,15.0,7,3,0,22,3,5,3,2,16,8
D,2.1,3.2,3.6,1,6,3,7,9,2,2,6,7,19
H,2.9,3.3,2.4,1,4,5,9,18,6,2,2,16,13
D,2.05,3.2,3.8,4,3,3,17,12,2,4,4,6,11
H,1.17,7.0,15.0,7,2,1,23,7,2,4,4,8,15
A,3.1,3.1,2.38,1,2,7,7,18,4,1,5,17,15
D,8.0,4.0,1.44,5,2,3,13,12,5,4,1,20,10
A,1.91,3.25,4.2,5,0,5,20,17,5,3,2,13,11
A,2.0,3.2,4.0,2,3,5,7,17,1,1,8,9,21
H,1.6,3.8,5.75,5,3,2,14,7,3,3,4,10,13
A,9.0,5.0,1.33,2,5,3,7,11,7,2,1,23,7
A,1.73,3.5,5.0,2,2,6,12,20,1,6,3,6,8
H,1.17,6.5,19.0,4,5,1,18,10,2,3,5,9,17
H,3.0,3.2,2.4,2,2,6,7,20,3,4,3,16,12
A,11.0,6.5,1.22,2,3,5,7,16,7,3,0,18,3
D,2.6,3.2,2.75,6,2,2,16,9,5,2,3,15,8
D,2.3,3.2,3.1,2,3,5,9,17,2,3,5,7,17
D,2.2,3.2,3.4,2,6,2,7,7,3,2,5,8,19
A,2.38,3.2,3.0,5,3,2,12,11,6,3,1,18,10
H,1.75,3.75,4.33,4,3,3,14,10,4,0,6,19,18
H,1.67,3.75,5.0,7,3,0,19,3,4,5,1,19,10
A,3.75,3.3,2.0,2,4,4,11,12,6,2,2,17,8
H,1.22,5.75,13.0,7,2,1,25,8,2,2,6,12,17
H,0.0,0.0,0.0,3,3,4,10,13,1,3,6,5,18
A,2.88,3.2,2.5,2,1,7,10,18,2,4,4,8,14
A,1.91,3.3,4.2,3,4,3,10,13,2,6,2,8,8
H,1.17,7.5,15.0,4,4,2,18,12,2,1,7,10,18
H,3.6,3.3,2.05,2,3,5,7,17,5,3,2,15,9
D,2.5,3.0,3.0,1,2,7,5,21,4,3,3,11,12
D,2.3,3.2,3.2,2,3,5,10,13,4,2,4,10,10
A,4.33,3.4,1.85,6,2,2,17,8,7,3,0,20,3
H,2.3,3.2,3.2,4,0,6,18,17,6,3,1,17,9
A,15.0,5.5,1.22,3,2,5,6,17,8,1,1,30,7
D,1.73,3.6,4.75,2,2,6,12,21,1,4,5,8,17
H,1.73,3.5,5.0,6,3,1,18,10,3,2,5,10,18
H,3.0,3.2,2.38,3,5,2,10,8,3,3,4,10,11
H,1.4,4.33,8.0,8,1,1,30,8,5,2,3,15,9
A,2.6,3.1,2.8,0,5,5,8,18,3,3,4,9,14
A,6.5,3.6,1.57,4,0,6,16,15,5,3,2,20,13
A,3.5,3.1,2.2,2,1,7,9,17,2,3,5,10,13
A,1.7,3.6,5.0,5,3,2,16,11,1,3,6,6,19
H,1.13,7.5,23.0,7,3,0,20,3,3,2,5,7,18
D,2.63,3.1,2.75,4,3,3,11,12,2,3,5,13,21
H,8.0,4.5,1.33,3,3,4,12,12,8,1,1,29,7
D,2.25,3.2,3.0,4,3,3,9,11,4,0,6,15,14
D,9.0,4.33,1.33,3,3,4,10,10,7,3,0,19,3
D,1.33,4.33,8.0,4,2,4,12,10,3,5,2,10,8
D,2.63,3.0,2.6,2,3,5,7,18,7,2,1,17,8
H,2.15,3.1,3.25,2,2,6,6,19,0,5,5,8,17
H,2.4,3.1,2.8,3,2,5,10,17,3,4,3,11,13
H,1.36,4.2,8.0,5,3,2,19,13,5,2,3,14,10
D,1.53,3.6,5.75,2,4,4,14,21,1,1,8,8,19
D,2.5,3.1,2.9,1,2,7,10,20,4,1,5,10,16
H,1.18,7.0,13.0,6,4,0,17,4,2,5,3,17,18
D,2.45,3.2,2.9,3,5,2,9,7,4,3,3,14,11
H,1.22,6.0,12.0,7,1,2,24,9,2,4,4,8,11
D,5.75,3.9,1.57,6,3,1,16,8,6,3,1,23,11
H,1.67,3.6,5.25,4,2,4,14,14,3,1,6,8,19
D,1.95,3.3,4.0,4,1,5,16,14,2,4,4,7,15
A,5.0,3.5,1.73,0,4,6,8,19,3,3,4,10,10
H,2.15,3.0,3.75,3,4,3,11,13,3,4,3,8,11
A,2.25,3.0,3.5,3,1,6,7,17,4,3,3,12,12
H,2.25,3.2,3.25,2,4,4,16,22,6,4,0,16,7
H,3.0,3.2,2.38,3,4,3,8,11,5,2,3,14,11
A,2.5,3.2,2.88,3,2,5,9,17,3,2,5,15,14
A,7.5,4.2,1.44,2,4,4,7,15,5,4,1,21,10
H,1.14,7.5,17.0,7,1,2,24,9,2,6,2,7,7
H,1.57,3.6,6.5,2,3,5,8,13,0,3,7,7,20
A,9.0,5.25,1.3,4,3,3,13,10,6,4,0,21,4
H,1.22,6.0,13.0,4,3,3,12,9,1,3,6,10,19
H,1.08,10.0,26.0,6,4,0,23,5,1,6,3,6,11
H,3.4,3.3,2.15,5,2,3,15,12,5,3,2,16,7
A,15.0,6.0,1.2,5,2,3,11,10,7,1,2,27,10
D,2.0,3.3,3.8,5,4,1,15,8,3,4,3,9,12
D,2.5,3.1,2.9,4,2,4,17,13,3,3,4,10,13
H,1.17,6.5,19.0,5,4,1,22,11,3,2,5,9,18
A,3.0,3.0,2.5,1,3,6,10,21,3,1,6,7,17
A,2.7,3.1,2.7,1,4,5,7,17,3,3,4,15,20
D,3.0,3.0,2.5,0,3,7,9,22,3,3,4,12,13
D,2.3,3.1,3.25,3,3,4,10,12,4,3,3,16,15
A,2.55,3.1,2.88,5,3,2,15,9,6,0,4,13,9
D,1.8,3.5,4.5,7,2,1,17,6,5,3,2,16,10
H,1.85,3.4,4.33,3,1,6,8,11,3,3,4,14,18
A,2.7,3.2,2.6,5,2,3,10,11,3,1,6,14,18
H,1.8,3.5,4.5,4,1,5,11,10,2,3,5,4,8
H,1.14,7.5,19.0,8,2,0,18,6,1,3,6,8,15
D,2.4,3.1,3.1,2,2,6,9,20,1,3,6,8,19
D,2.63,3.1,2.8,2,4,4,10,12,6,2,2,15,8
A,2.7,3.0,2.75,3,1,6,6,16,5,4,1,15,8
D,2.0,3.3,3.75,4,2,4,14,18,4,2,4,17,13
D,1.4,4.2,9.0,5,2,3,16,8,5,2,3,11,11
H,1.57,3.6,6.5,3,3,4,10,13,1,2,7,7,20
A,2.05,3.2,3.8,1,5,4,6,12,0,4,6,8,19
D,2.4,3.3,2.88,8,1,1,28,8,7,3,0,23,4
A,7.0,3.75,1.53,3,4,3,8,11,5,4,1,20,11
A,13.0,6.5,1.2,1,4,5,10,18,7,2,1,25,7
H,1.33,5.0,9.0,6,3,1,23,11,4,3,3,11,10
A,2.25,3.2,3.25,4,3,3,10,12,2,4,4,11,13
H,2.5,3.1,2.9,2,2,6,7,18,3,4,3,9,13
D,2.05,3.2,3.75,4,2,4,17,13,3,1,6,7,18
H,1.85,3.4,4.33,5,3,2,15,9,4,3,3,15,14
D,3.1,3.1,2.4,1,1,8,5,20,1,4,5,7,14
D,3.5,3.2,2.15,6,3,1,17,8,4,3,3,15,9
A,13.0,6.5,1.2,1,3,6,7,18,6,4,0,18,4
D,2.38,3.4,2.88,3,4,3,13,11,6,4,0,19,9
D,2.5,3.0,3.0,1,5,4,6,9,3,3,4,10,15
A,1.44,4.33,7.0,3,4,3,13,11,3,3,4,16,14
H,1.06,12.0,26.0,6,4,0,17,3,1,4,5,8,20
D,2.3,3.4,3.0,3,3,4,8,10,6,3,1,16,7
D,1.91,3.4,4.0,3,2,5,8,18,3,2,5,10,17
H,1.05,13.0,26.0,7,2,1,25,6,1,2,7,5,16
D,5.5,3.5,1.67,3,3,4,14,16,6,3,1,23,10
H,2.1,3.4,3.4,2,4,4,8,15,1,3,6,6,18
H,2.2,3.2,3.4,1,3,6,6,19,2,3,5,6,18
D,2.25,3.25,3.2,3,3,4,11,16,2,4,4,13,16
A,3.0,3.2,2.4,3,3,4,9,15,3,3,4,9,11
H,1.8,3.6,4.33,6,4,0,19,9,1,6,3,7,9
H,1.73,3.6,4.75,5,4,1,22,10,3,4,3,14,13
D,15.0,6.0,1.2,3,4,3,11,14,6,4,0,18,3
D,11.0,6.0,1.25,5,4,1,17,9,7,2,1,27,6
H,3.1,3.25,2.3,1,2,7,5,18,1,3,6,8,22
H,2.1,3.3,3.5,4,2,4,18,14,3,4,3,13,11
H,2.2,3.25,3.3,3,3,4,8,11,6,4,0,21,11
A,2.15,3.3,3.4,2,3,5,7,18,3,4,3,12,14
A,4.33,3.6,1.8,1,3,6,8,22,3,5,2,12,12
A,5.75,3.8,1.6,2,4,4,9,15,6,3,1,25,10
H,1.8,3.5,4.5,2,5,3,13,15,3,3,4,9,12
H,1.06,11.0,26.0,5,5,0,16,4,2,2,6,7,18
A,3.0,3.5,2.25,1,5,4,8,11,4,5,1,14,9
H,1.17,7.5,13.0,7,2,1,26,5,4,2,4,20,13
H,1.4,4.5,7.5,2,4,4,13,16,2,2,6,7,19
H,3.8,3.3,2.0,1,3,6,3,10,4,1,5,10,11
H,2.1,3.3,3.5,3,2,5,14,19,4,1,5,10,8
D,1.8,3.3,4.75,2,2,6,11,19,4,2,4,10,13
D,6.5,3.8,1.55,7,0,3,15,5,8,2,0,20,6
D,2.6,3.2,2.75,1,2,7,7,17,5,1,4,14,8
D,1.36,4.5,9.0,5,3,2,16,10,5,3,2,13,9
A,7.0,4.0,1.5,3,4,3,13,15,7,2,1,17,6
D,2.75,3.3,2.5,2,3,5,6,11,3,2,5,15,20
H,2.5,3.3,2.8,4,4,2,13,10,4,0,6,16,18
H,1.2,6.0,15.0,8,2,0,21,4,1,3,6,7,15
A,7.0,3.9,1.5,3,3,4,10,14,5,4,1,17,10
A,1.7,3.5,5.25,5,2,3,15,8,2,3,5,4,9
D,2.88,3.2,2.5,4,1,5,11,9,4,1,5,10,11
D,1.95,3.25,4.2,6,1,3,15,6,2,3,5,10,16
H,1.73,3.5,5.0,3,2,5,8,10,5,2,3,16,9
A,2.25,3.25,3.2,2,3,5,5,10,1,4,5,6,12
H,2.05,3.3,3.6,2,4,4,10,14,5,4,1,13,8
A,5.0,3.6,1.7,3,3,4,15,19,8,2,0,21,4
H,2.4,3.25,2.9,3,0,7,12,17,5,2,3,15,7
H,2.6,3.2,2.7,2,4,4,8,17,4,2,4,12,9
D,3.1,3.1,2.4,5,4,1,19,10,6,4,0,17,6
D,2.38,3.1,3.1,2,4,4,7,11,1,4,5,5,13
D,2.2,3.1,3.5,4,4,2,12,10,3,3,4,9,16
H,2.25,3.1,3.4,3,3,4,11,13,4,0,6,16,16
D,2.05,3.3,3.6,3,2,5,11,11,5,1,4,15,11
H,1.2,6.5,13.0,8,2,0,23,6,2,3,5,5,10
H,1.44,4.0,8.0,6,4,0,16,5,3,2,5,10,10
D,3.8,3.3,2.0,3,2,5,11,18,3,2,5,15,20
A,8.5,4.75,1.36,2,2,6,5,14,6,4,0,17,6
H,1.85,3.4,4.33,2,3,5,8,11,2,4,4,7,11
A,1.75,3.4,5.0,2,3,5,14,20,4,4,2,12,10
H,4.33,3.6,1.8,3,2,5,10,10,9,1,0,26,5
H,1.91,3.25,4.33,1,5,4,5,12,3,2,5,10,17
A,2.75,3.3,2.5,3,3,4,8,15,6,2,2,18,9
H,1.44,4.33,7.0,5,4,1,21,9,4,0,6,15,15
D,3.75,3.3,2.0,2,4,4,7,11,4,2,4,12,8
H,1.33,4.5,11.0,8,1,1,25,6,5,2,3,17,10
H,1.85,3.4,4.33,4,3,3,11,11,3,3,4,8,12
H,4.0,3.4,1.91,6,2,2,18,9,5,4,1,21,11
A,2.0,3.4,3.75,4,0,6,17,18,2,4,4,5,10
D,2.45,3.25,2.9,2,2,6,8,18,2,2,6,4,16
H,1.25,5.25,13.0,6,4,0,19,5,2,3,5,6,11
D,2.45,3.1,3.0,4,4,2,13,11,2,3,5,8,15
H,1.3,5.5,9.0,8,1,1,30,6,3,4,3,14,14
H,1.73,3.5,5.0,3,3,4,17,15,3,3,4,9,11
H,1.8,3.3,4.75,5,4,1,18,13,1,5,4,9,13
A,2.2,3.2,3.4,4,4,2,13,11,2,3,5,7,17
D,2.25,3.2,3.25,2,1,7,7,24,3,2,5,9,14
H,1.18,6.5,15.0,6,4,0,18,4,5,4,1,17,10
A,9.0,4.5,1.36,2,7,1,9,8,7,2,1,18,8
H,1.14,7.5,19.0,6,0,4,22,9,2,3,5,6,12
A,2.1,3.25,3.5,3,4,3,10,13,2,2,6,6,11
H,2.1,3.1,3.8,3,2,5,12,16,5,3,2,15,10
H,1.18,7.0,13.0,7,3,0,23,4,3,5,2,17,16
D,1.75,3.4,5.0,5,1,4,10,12,1,3,6,5,16
H,2.63,3.1,2.75,1,4,5,8,16,5,2,3,13,11
D,2.5,3.0,3.0,1,3,6,5,16,2,6,2,8,8
A,2.5,3.0,3.0,2,3,5,5,11,2,4,4,7,14
H,1.17,7.5,13.0,8,2,0,19,5,3,4,3,12,22
A,3.0,3.25,2.38,6,2,2,17,4,7,0,3,23,7
H,2.1,3.1,3.8,4,2,4,9,12,4,2,4,9,12
H,2.38,3.1,3.1,3,2,5,7,9,4,2,4,14,16
A,1.83,3.4,4.5,5,3,2,17,12,1,4,5,8,15
A,19.0,6.5,1.17,1,2,7,5,14,7,3,0,20,4
H,2.15,3.0,3.75,1,7,2,7,9,2,2,6,4,11
A,2.3,3.0,3.4,3,3,4,9,20,3,5,2,16,14
D,2.38,3.1,3.1,4,2,4,9,10,4,2,4,9,8
H,2.3,3.1,3.3,3,4,3,9,12,5,2,3,14,10
A,7.5,3.8,1.5,4,2,4,14,17,8,2,0,18,4
H,1.17,6.5,19.0,7,0,3,24,7,1,4,5,6,16
D,5.75,3.3,1.7,2,4,4,9,13,5,2,3,15,5
H,1.18,6.5,15.0,7,3,0,20,4,4,2,4,10,12
H,2.1,3.0,4.0,1,4,5,5,12,1,2,7,4,13
H,2.5,3.0,3.0,1,3,6,5,18,2,3,5,7,22
D,2.6,2.9,3.0,2,2,6,6,12,4,2,4,9,10
H,1.8,3.2,5.0,4,2,4,11,12,1,4,5,5,11
A,2.4,3.0,3.2,4,4,2,12,12,3,2,5,11,16
A,7.5,4.5,1.4,3,3,4,9,9,7,3,0,20,5
H,2.0,3.1,4.2,5,2,3,13,10,2,7,1,10,10
A,7.0,4.33,1.44,4,5,1,19,12,7,0,3,23,7
A,7.0,3.75,1.53,1,2,7,3,13,4,3,3,14,5
H,1.17,7.0,15.0,8,2,0,18,4,1,5,4,7,13
H,2.5,3.2,2.88,2,6,2,10,12,4,2,4,14,16
H,2.2,3.1,3.5,2,3,5,10,25,2,3,5,6,11
H,1.29,4.5,15.0,6,1,3,23,9,6,2,2,16,10
D,1.62,3.4,6.5,5,3,2,15,3,4,2,4,15,12
A,2.2,3.1,3.5,4,3,3,10,9,3,4,3,13,15
H,2.5,3.25,2.8,0,5,5,7,16,2,3,5,7,10
H,1.14,7.0,21.0,7,3,0,21,6,2,2,6,8,20
A,2.8,3.25,2.5,1,2,7,3,13,4,4,2,19,14
H,9.0,5.0,1.33,1,4,5,3,14,8,2,0,20,5
H,2.38,3.0,3.2,2,2,6,9,20,1,4,5,2,14
A,2.5,3.0,3.0,2,3,5,4,9,1,4,5,9,16
A,1.57,3.5,7.0,6,2,2,16,10,1,2,7,4,14
D,2.05,3.1,4.0,2,2,6,6,11,2,6,2,11,11
D,1.85,3.5,4.2,4,3,3,15,11,3,3,4,11,22
A,6.5,3.8,1.53,3,4,3,11,14,6,1,3,23,10
D,4.0,3.4,1.91,4,4,2,19,15,5,3,2,16,4
D,1.91,3.3,4.2,4,2,4,15,19,4,2,4,9,9
H,2.4,3.2,3.0,7,2,1,19,6,7,3,0,22,6
H,2.38,3.1,3.1,2,7,1,12,10,4,2,4,9,9
D,2.45,3.1,3.0,3,4,3,10,20,2,3,5,7,11
H,1.33,5.0,9.0,6,1,3,20,8,3,3,4,12,17
D,1.18,6.5,15.0,6,3,1,20,7,5,2,3,15,12
A,8.5,4.33,1.4,4,5,1,18,12,7,2,1,18,5
H,1.3,5.0,11.0,4,4,2,16,5,2,2,6,8,18
H,2.25,3.0,3.5,1,4,5,3,11,2,2,6,3,11
A,3.5,3.1,2.2,2,2,6,7,15,3,4,3,11,13
A,2.63,3.1,2.75,2,4,4,11,13,3,4,3,8,11
H,2.0,3.1,4.2,2,2,6,7,18,2,2,6,6,14
A,15.0,5.25,1.25,2,2,6,3,11,5,4,1,18,7
H,1.85,3.3,4.5,4,3,3,12,12,3,5,2,15,17
H,2.0,3.2,4.0,3,3,4,11,19,1,4,5,12,17
H,1.75,3.5,4.75,5,3,2,15,10,1,4,5,3,11
D,2.0,3.3,3.8,3,4,3,11,14,2,7,1,9,9
H,2.1,3.1,3.75,4,2,4,9,9,2,5,3,11,22
A,5.0,4.0,1.62,2,4,4,9,11,6,1,3,23,7
H,1.57,3.8,6.0,8,2,0,24,4,5,3,2,18,4
A,1.8,3.5,4.5,6,3,1,14,7,2,4,4,9,22
A,8.0,4.0,1.45,5,1,4,10,8,6,1,3,26,8
A,4.0,3.4,1.91,2,3,5,8,13,5,2,3,19,6
D,3.0,3.2,2.38,2,2,6,6,18,5,2,3,12,11
A,2.05,3.2,3.8,2,7,1,9,9,0,4,6,10,22
H,2.7,3.0,2.8,2,2,6,3,13,3,4,3,15,18
H,8.5,4.33,1.4,3,5,2,13,15,6,4,0,23,5
A,1.67,3.75,5.0,4,2,4,15,19,1,4,5,2,9
D,1.08,10.0,23.0,8,2,0,25,6,1,2,7,4,14
H,2.25,3.0,3.5,3,4,3,15,16,2,3,5,7,16
H,1.17,6.5,19.0,6,1,3,22,9,1,7,2,9,11
A,2.5,3.0,3.0,1,3,6,6,14,3,2,5,7,12
A,2.38,3.0,3.2,1,4,5,9,19,5,1,4,11,9
H,1.17,6.5,17.0,6,3,1,22,5,4,2,4,15,14
H,3.1,3.1,2.38,1,4,5,2,9,2,2,6,8,14
D,2.6,3.0,2.9,3,3,4,9,21,3,5,2,10,12
H,1.53,3.9,6.25,5,2,3,19,8,6,2,2,14,8
A,8.5,4.0,1.44,4,3,3,11,12,7,3,0,21,8
A,2.15,3.3,3.4,1,4,5,9,14,2,2,6,9,24
H,10.0,4.75,1.33,3,2,5,8,16,8,1,1,29,6
H,1.7,3.5,5.25,3,4,3,14,16,4,4,2,12,10
D,9.0,4.5,1.36,4,0,6,20,17,6,4,0,19,4
D,1.85,3.3,4.5,4,4,2,15,13,4,5,1,15,11
H,3.25,3.2,2.25,1,4,5,8,17,4,2,4,17,14
D,1.33,5.0,9.0,6,3,1,22,10,6,3,1,17,11
H,1.17,7.0,15.0,7,3,0,21,7,1,3,6,6,17
A,1.85,3.4,4.33,3,2,5,10,14,3,4,3,12,22
A,11.0,5.0,1.29,1,4,5,9,17,6,1,3,21,9
D,2.5,3.1,2.9,1,6,3,8,12,3,3,4,10,14
D,6.0,3.6,1.6,4,2,4,9,8,6,2,2,22,6
A,9.0,5.0,1.33,5,1,4,12,10,6,3,1,18,5
H,1.62,3.75,5.75,3,5,2,11,13,2,4,4,5,8
H,1.62,3.5,6.25,2,2,6,7,13,1,3,6,6,14
H,1.83,3.25,4.75,5,2,3,14,13,4,4,2,16,15
A,1.17,6.5,19.0,7,3,0,21,5,1,7,2,9,12
A,2.0,3.1,4.2,3,3,4,11,15,3,3,4,5,8
D,3.8,3.2,2.05,1,2,7,5,15,3,5,2,13,14
D,2.75,3.25,2.55,4,4,2,17,13,3,2,5,11,15
A,2.3,3.3,3.1,1,4,5,5,11,0,4,6,8,20
D,1.22,5.5,15.0,8,2,0,22,7,6,2,2,15,12
D,2.8,3.2,2.55,1,2,7,7,19,3,2,5,8,11
A,11.0,4.75,1.3,3,4,3,12,22,6,1,3,23,9
H,1.5,4.0,7.0,5,3,2,19,4,5,1,4,12,11
D,2.05,3.1,4.0,3,3,4,4,7,1,3,6,8,19
A,2.3,3.1,3.3,1,4,5,8,17,3,3,4,9,24
A,4.5,3.4,1.83,3,3,4,12,15,5,3,2,16,3
D,1.95,3.2,4.2,6,3,1,14,7,3,3,4,10,13
H,1.75,3.5,4.75,2,7,1,10,10,0,4,6,2,12
A,2.15,3.1,3.5,6,1,3,25,8,6,3,1,21,7
H,1.85,3.4,4.33,4,1,5,9,12,1,3,6,5,14
D,1.8,3.3,4.75,3,5,2,11,12,3,5,2,16,13
A,7.0,4.33,1.44,3,3,4,10,10,7,3,0,19,6
A,2.38,3.1,3.1,4,2,4,11,25,2,7,1,12,10
A,9.0,5.0,1.33,3,3,4,10,13,6,1,3,26,9
H,1.22,6.0,13.0,8,2,0,22,5,2,4,4,3,7
D,2.6,3.0,2.9,0,4,6,2,14,4,1,5,9,13
A,2.9,3.1,2.5,1,3,6,6,15,3,2,5,12,17
H,1.2,6.5,13.0,7,2,1,22,7,1,4,5,10,18
D,2.9,3.1,2.5,2,6,2,14,15,2,3,5,9,14
A,2.88,3.0,2.63,1,4,5,8,15,5,4,1,14,8
D,1.55,3.6,7.0,6,3,1,19,3,3,5,2,12,13
H,1.83,3.5,4.33,4,2,4,15,18,1,4,5,6,14
H,2.0,3.3,3.75,1,4,5,7,14,3,2,5,9,14
D,4.0,3.1,2.05,3,6,1,12,8,6,3,1,22,6
A,11.0,4.5,1.33,3,2,5,9,26,7,2,1,22,8
H,1.13,8.0,21.0,6,1,3,25,9,0,5,5,2,12
A,2.9,3.0,2.6,2,3,5,3,9,5,4,1,14,7
H,2.1,3.2,3.6,4,2,4,9,11,2,7,1,14,14
D,6.5,3.6,1.57,2,6,2,12,15,8,2,0,21,3
A,1.8,3.5,4.5,1,4,5,11,17,1,3,6,8,16
A,3.1,3.0,2.45,2,2,6,9,16,2,7,1,10,7
D,2.9,3.1,2.5,0,5,5,2,13,3,2,5,10,23
A,2.4,3.1,3.1,8,2,0,21,3,6,1,3,22,9
A,2.0,3.3,3.8,6,3,1,16,8,5,2,3,12,9
A,2.38,3.2,3.0,2,6,2,13,16,0,4,6,11,19
H,3.1,3.2,2.3,1,3,6,4,13,2,6,2,11,14
A,2.6,3.1,2.8,1,3,6,3,11,2,3,5,8,12
H,4.0,3.5,1.91,5,4,1,20,6,8,2,0,23,7
D,2.45,3.25,2.9,3,2,5,9,16,5,1,4,15,17
D,2.1,3.25,3.5,1,4,5,10,16,2,2,6,6,13
A,1.91,3.3,4.2,5,2,3,16,16,1,2,7,3,12
A,2.0,3.2,4.0,2,5,3,9,14,3,2,5,10,17
H,1.91,3.2,4.33,2,7,1,8,7,2,5,3,11,15
H,3.6,3.2,2.1,2,3,5,7,21,5,4,1,20,6
H,1.11,8.0,26.0,7,1,2,22,7,2,2,6,8,15
A,9.0,4.2,1.4,5,2,3,13,9,7,2,1,17,4
H,2.25,3.2,3.3,3,3,4,9,8,6,2,2,16,10
H,1.17,7.0,15.0,7,2,1,22,9,0,6,4,2,10
H,1.2,6.0,15.0,7,2,1,17,5,2,7,1,7,7
D,3.1,3.1,2.4,2,2,6,6,15,3,3,4,10,19
A,13.0,5.25,1.25,2,2,6,6,10,7,1,2,23,7
H,2.3,3.1,3.25,4,2,4,9,7,2,4,4,6,12
H,1.83,3.6,4.2,5,2,3,14,11,4,2,4,12,16
